angDist,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.208168,56.422436,24.288599,56.422436,24.288599,56.4224975140583,24.2886122578715,0.004,0.003,90,65277975278721152,56.42257403324,0.1234,24.28839747923,0.0765,7.7628,0.1504,16.199,0.283,-49.884,0.163,0,3.55114e+06,9.52454e+02,9.312448,1.97717e+06,1.78297e+03,9.611280,2.24967e+06,2.95425e+03,8.881622,0.729657,1.34,1.92,5,6020.87,0.2470,0.1178,1.39,2.300
0.120235,56.423695,25.686813,56.423695,25.686813,56.4236855831373,25.6867809617823,0.005,0.003,90,69927260196225024,56.42378252552,0.1541,25.68658300731,0.0792,6.3200,0.1758,20.291,0.329,-45.977,0.168,0,3.48479e+04,3.86823e+01,14.332925,8.35132e+03,4.54612e+01,15.547001,4.09416e+04,1.92685e+02,13.231508,2.315493,,,0,4065.70,,,,
0.076026,56.424374,24.431513,56.424374,24.431513,56.4243966238240,24.4315155865443,0.002,0.001,90,65284469269256704,56.42449368858,0.0524,24.43132298398,0.0285,7.3116,0.0578,20.525,0.116,-44.733,0.066,0,6.91338e+05,6.59674e+02,11.089140,3.37176e+05,5.70530e+02,11.531747,4.99576e+05,7.18538e+02,10.515415,1.016332,7.44,0.57,8,5180.89,0.1590,0.0767,0.92,0.545
0.054122,56.42548,24.905998,56.42548,24.905998,56.4254938348358,24.9060063555644,0.019,0.019,90,69816346960886784,56.42558866806,0.5512,24.90579422750,0.5580,5.5073,0.6476,19.977,1.213,-49.268,1.206,0,3.38477e+06,1.76794e+03,9.364542,1.80461e+06,5.17306e+03,9.710428,2.25404e+06,4.85099e+03,8.879518,0.830911,4.79,1.24,4,5820.00,,,2.06,4.396
0.042903,56.426872,25.05709,56.426872,25.05709,56.4268830870452,25.0570839983787,0.001,0.001,90,69822875311156224,56.42695597648,0.0229,25.05691848853,0.0141,6.0688,0.0240,15.336,0.047,-38.441,0.033,0,1.14216e+05,2.52305e+02,13.044045,4.58338e+04,3.39491e+02,13.698424,9.91854e+04,5.11847e+02,12.270801,1.427624,0.90,4.61,11,4634.00,0.2185,0.1065,0.60,0.150
0.069355,56.429886,26.040777,56.429886,26.040777,56.4298648143654,26.0407808741065,0.003,0.002,90,70042743277270016,56.42996221490,0.1156,26.04059198862,0.0557,7.3491,0.1314,20.326,0.196,-43.870,0.119,0,6.06576e+03,7.84062e+00,16.231152,9.63814e+02,7.63887e+00,17.891405,8.14562e+03,2.07300e+01,14.984610,2.906796,,,0,3821.24,0.9010,0.5170,,
0.049157,56.43364,24.074102,56.43364,24.074102,56.4336419993247,24.0741158685355,0.001,0.001,90,65222518661019520,56.43373625175,0.0262,24.07392960802,0.0168,7.2541,0.0289,19.987,0.054,-43.260,0.036,0,6.15020e+04,7.02814e+01,13.716142,1.96651e+04,8.91850e+01,14.617146,6.17759e+04,2.21326e+02,12.784872,1.832274,7.43,12.51,7,3909.00,0.3030,0.1467,0.62,0.082
0.082538,56.43504,24.220335,56.43504,24.220335,56.4350531923175,24.2203157664199,0.002,0.001,90,65276699671440384,56.43515233773,0.1285,24.22011204784,0.0412,7.4316,0.1567,21.000,0.133,-47.315,0.087,1,1.30357e+06,1.95234e+03,10.400532,6.63434e+05,3.12552e+03,10.796894,9.07988e+05,3.37456e+03,9.866720,0.930174,,,0,5413.00,0.4130,0.2040,1.12,0.962
0.156007,56.4384,22.97916,56.4384,22.97916,56.4384429385581,22.9791420138783,0.013,0.008,90,64855689797454080,56.43873551162,0.3855,22.97889783562,0.2378,7.1906,0.4542,62.560,0.831,-56.712,0.502,0,3.92194e+02,1.57162e+00,19.204613,6.04042e+01,1.40673e+01,20.898720,6.41073e+02,8.91767e+00,17.744652,3.154068,,,0,,,,,
0.063775,56.445538,21.747053,56.445538,21.747053,56.4455564227195,21.7470558127341,0.005,0.003,90,63593798341985152,56.44565737637,0.1446,21.74683790420,0.0955,8.2130,0.1679,21.779,0.320,-50.611,0.203,0,2.68041e+03,3.74254e+00,17.117863,2.85811e+02,5.72507e+00,19.211190,3.98655e+03,1.36346e+01,15.760427,3.450762,,,0,,,,,
0.095966,56.453377,23.147167,56.453377,23.147167,56.4533950098037,23.1471464856803,0.003,0.001,90,64956127609464320,56.45349233656,0.0798,23.14694964155,0.0399,7.3590,0.0794,20.785,0.169,-45.719,0.091,0,3.33420e+07,1.11400e+04,6.880885,2.38194e+07,3.69254e+04,6.909061,1.42854e+07,5.09217e+04,6.874688,0.034372,,,0,9324.00,0.2410,0.1102,,
3.502234,56.453377,23.147167,56.453377,23.147167,56.4529399495139,23.1480532626392,0.002,0.001,90,64956123313498368,56.45302889174,0.0490,23.14785709099,0.0243,7.3272,0.0507,18.994,0.104,-45.562,0.054,1,1.69885e+06,3.24934e+03,10.112981,,,,2.07683e+06,8.83277e+04,8.968419,,5.05,0.63,3,,,,,
0.068280,56.453922,23.852869,56.453922,23.852869,56.4539189599571,23.8528877571059,0.001,0.001,90,65214409762926720,56.45401897529,0.0244,23.85269266601,0.0135,7.4081,0.0259,21.245,0.049,-45.311,0.032,0,7.00029e+04,3.28667e+01,13.575575,2.30943e+04,7.17699e+01,14.442625,6.91153e+04,1.05640e+02,12.662985,1.779640,5.28,2.39,6,4042.48,0.4435,0.1983,0.58,0.082
0.113079,56.45521,25.41287,56.45521,25.41287,56.4552163913158,25.4128392909946,0.012,0.008,90,69866988919662848,56.45535509346,0.3726,25.41269997019,0.2310,3.4211,0.4342,29.098,0.752,-32.358,0.497,0,4.66538e+02,1.87445e+00,19.016148,7.53721e+01,7.11043e+00,20.658361,6.86734e+02,1.17514e+01,17.669949,2.988413,,,0,,,,,
0.079108,56.455654,24.418707,56.455654,24.418707,56.4556751840707,24.4186961305188,0.003,0.002,90,65284228751087872,56.45576758829,0.0831,24.41851202773,0.0474,7.3367,0.0919,19.542,0.181,-42.759,0.106,0,1.15574e+04,1.28925e+01,15.531212,2.60266e+03,3.13557e+01,16.812847,1.47994e+04,3.84557e+01,14.336309,2.476539,,,0,3420.67,0.2350,0.1227,,
0.161254,56.456676,24.3677,56.456676,24.3677,56.4567011092274,24.3677393477415,0.019,0.015,90,65283232318680704,56.45679251747,0.5927,24.36754753359,0.4426,9.4780,0.6827,19.339,1.204,-44.550,0.973,1,5.65601e+08,6.13562e+06,3.807091,3.99710e+08,3.02045e+06,3.847027,2.25851e+08,1.91118e+06,3.877364,-0.030337,,,0,9334.50,0.2550,0.1310,,
0.249576,56.460045,22.601679,56.460045,22.601679,56.4600711070168,22.6016138938316,0.031,0.030,0,64793051994920064,56.46014493314,1.1495,22.60142951380,1.0703,8.5191,1.2113,15.830,1.906,-42.824,2.004,0,1.51577e+02,1.28190e+00,20.236780,3.89814e+01,1.00005e+01,21.374243,2.69291e+02,6.37888e+00,18.686365,2.687878,,,0,,,,,
0.019634,56.460346,23.873947,56.460346,23.873947,56.4603450894042,23.8739524981159,0.001,0.000,90,65214856439472640,56.46043864888,0.0220,23.87376023328,0.0124,7.2286,0.0235,19.871,0.043,-44.655,0.029,0,1.04672e+05,7.54286e+01,13.138794,3.65246e+04,1.17491e+02,13.944923,9.99359e+04,1.92593e+02,12.262616,1.682307,2.37,2.09,8,4221.50,0.5845,0.2707,0.64,0.116
0.099147,56.46105,24.151049,56.46105,24.151049,56.4610737684759,24.1510341328879,0.027,0.016,90,65229008357099136,56.46115834448,0.7883,24.15083116321,0.4913,8.0203,0.9029,17.924,1.731,-47.141,1.022,0,1.64634e+02,1.30736e+00,20.147066,1.95053e+02,3.25796e+01,19.626007,3.48238e+02,1.02182e+01,18.407230,1.218777,,,0,,,,,
0.090327,56.46515,24.038902,56.46515,24.038902,56.4651490990277,24.0388771922488,0.002,0.001,90,65221487868870784,56.46524224076,0.0515,24.03868257572,0.0373,7.2260,0.0566,19.757,0.102,-45.201,0.080,0,1.40638e+07,6.79276e+03,7.818111,9.24964e+06,1.43539e+04,7.936076,6.91728e+06,1.09645e+04,7.662082,0.273994,,,0,7854.25,0.5760,0.2828,1.78,10.890
0.056693,56.466434,25.1672,56.466434,25.1672,56.4664487438037,25.1671910714785,0.003,0.002,90,69859124835119360,56.46653703651,0.1053,25.16699561162,0.0634,7.2362,0.1139,18.560,0.215,-45.397,0.141,0,3.38758e+03,4.96082e+00,16.863642,4.59927e+02,1.00424e+01,18.694668,4.78958e+03,1.66098e+01,15.561177,3.133491,,,0,3703.04,0.7560,0.5010,,
0.004815,56.469116,25.916685,56.469116,25.916685,56.4691157916931,25.9166863875217,0.004,0.002,90,70037795475083008,56.46920837602,0.1216,25.91649683051,0.0678,7.0751,0.1238,19.341,0.274,-44.026,0.153,0,7.48806e+03,1.28112e+01,16.002441,1.06823e+03,1.81106e+01,17.779726,1.04949e+04,3.34304e+01,14.709470,3.070256,,,0,4185.80,,,,
2.027072,56.469116,25.916685,56.469116,25.916685,56.4686825536036,25.9162790024992,0.048,0.028,90,70037795475256448,56.46870853737,1.2975,25.91626509880,0.8155,-0.3365,1.3955,5.428,3.114,-3.229,1.813,0,1.19730e+02,2.03925e+00,20.492859,,,,,,,,,,0,,,,,
0.379439,56.469345,25.86174,56.469345,25.86174,56.4694612137846,25.8617263056292,0.002,0.001,90,70035351636365824,56.46955931193,0.0619,25.86153773554,0.0338,7.1801,0.0636,20.502,0.138,-43.797,0.076,0,2.89343e+04,3.26062e+01,14.534834,7.29485e+03,3.49227e+01,15.693847,3.48966e+04,4.06184e+02,13.404962,2.288885,,,0,3539.00,1.0687,0.5470,0.60,0.051
1.187730,56.469345,25.86174,56.469345,25.86174,56.4689807355150,25.8617769091425,0.006,0.004,90,70035355933666304,56.46907371847,0.1588,25.86157592545,0.1186,6.5743,0.1975,19.433,0.384,-46.680,0.257,0,1.02662e+04,3.37827e+01,15.659837,,,,,,,,,,0,,,,,
0.026179,56.469788,23.465073,56.469788,23.465073,56.4697880820631,23.4650798902803,0.004,0.002,90,64982344089813248,56.46988119673,0.1007,23.46488078271,0.0613,7.2383,0.1091,19.838,0.245,-46.244,0.147,0,5.69232e+03,2.18843e+01,16.300144,9.15803e+02,1.78204e+01,17.946882,7.75680e+03,5.40993e+01,15.037714,2.909168,,,0,4258.30,0.7100,0.3703,,
0.128977,56.471653,25.21552,56.471653,25.21552,56.4716919373343,25.2155144062178,0.020,0.013,90,69859532856433536,56.47169585093,0.7059,25.21543502169,0.4100,5.3307,0.8287,0.822,1.271,-18.438,0.832,0,1.79635e+02,1.21967e+00,20.052391,4.63919e+01,1.20170e+01,21.185282,3.13879e+02,5.22463e+00,18.520014,2.665268,,,0,,,,,
0.055359,56.474026,24.469128,56.474026,24.469128,56.4740419728799,24.4691234357709,0.002,0.001,90,66785852397412224,56.47415454366,0.0537,24.46891319794,0.0294,10.7359,0.0589,23.797,0.118,-48.829,0.070,0,4.03383e+04,2.65331e+01,14.174072,8.76616e+03,3.33437e+01,15.494365,4.93633e+04,1.67510e+02,13.028410,2.465955,,,0,3408.00,0.7830,0.4290,0.54,0.035
0.032975,56.47698,24.554506,56.47698,24.554506,56.4769865045243,24.5545116157484,0.004,0.002,90,66798496781121792,56.47708147249,0.1119,24.55431170085,0.0656,7.5658,0.1321,20.062,0.248,-46.432,0.147,0,9.54215e+07,7.63009e+04,5.739250,6.98892e+07,1.32470e+05,5.740364,3.92568e+07,1.11617e+05,5.777134,-0.036770,,,0,9622.67,0.2630,0.1500,,
0.087935,56.4791,24.22395,56.4791,24.22395,56.4791206194538,24.2239346773816,0.012,0.008,90,65276772687884544,56.47921893223,0.3653,24.22373641578,0.2401,6.5277,0.4190,20.823,0.786,-46.048,0.488,0,7.90125e+03,1.65132e+01,15.944126,1.29859e+03,1.34728e+01,17.567705,1.13219e+04,3.11078e+01,14.627124,2.940581,,,0,4591.30,,,,
0.085846,56.487328,23.02478,56.487328,23.02478,56.4873521270946,23.0247878940562,0.003,0.002,90,64857721317916032,56.48744900804,0.1077,23.02458798964,0.0694,7.3747,0.1243,20.709,0.223,-46.429,0.150,0,4.58730e+03,4.77746e+00,16.534473,6.82332e+02,7.50545e+00,18.266400,6.35156e+03,2.71619e+01,15.254718,3.011682,,,0,4283.49,0.8045,0.4672,,
0.124630,56.48862,25.18693,56.48862,25.18693,56.4886569179163,25.1869183986312,0.003,0.002,90,69859262274067584,56.48874900273,0.0868,25.18672171439,0.0521,7.3440,0.0973,19.354,0.165,-45.682,0.110,0,1.43823e+04,1.21082e+01,15.293792,2.53028e+03,1.60496e+01,16.843466,1.91051e+04,1.08654e+02,14.059044,2.784422,,,0,4065.55,,,,
0.063065,56.49041,24.051449,56.49041,24.051449,56.4904174670852,24.0514327436290,0.006,0.004,90,65221586651685248,56.49050339293,0.2256,24.05123867572,0.1230,7.4101,0.2546,18.224,0.408,-45.074,0.278,0,1.04456e+03,2.86289e+00,18.141037,2.78966e+02,2.39725e+01,19.237509,1.62903e+03,1.21992e+01,16.732094,2.505415,,,0,,,,,
0.031075,56.49126,24.144756,56.49126,24.144756,56.4912699522482,24.1447555664062,0.006,0.003,90,65228772133391488,56.49136900693,0.1569,24.14455066869,0.1002,7.6882,0.1764,20.994,0.358,-47.589,0.222,0,1.23729e+03,2.19090e+00,17.957184,2.65243e+02,1.64438e+01,19.292276,1.88902e+03,1.36093e+01,16.571330,2.720947,,,0,,,,,
0.072937,56.49498,26.333887,56.49498,26.333887,56.4950024639265,26.3338869412217,0.006,0.005,90,70241033326866944,56.49510057089,0.2522,26.33369808626,0.1651,6.7362,0.3263,20.421,0.400,-43.863,0.320,0,1.76880e+03,4.49855e+00,17.569170,1.84392e+02,1.35926e+01,19.687035,2.73602e+03,1.31701e+01,16.169120,3.517914,,,0,,,,,
0.089489,56.49664,23.813051,56.49664,23.813051,56.4966376487886,23.8130760385851,0.004,0.003,90,65202383854448384,56.49673453694,0.1142,23.81287381496,0.0775,7.4014,0.1284,20.587,0.230,-46.968,0.179,0,2.80504e+03,4.92025e+00,17.068518,6.59046e+02,1.09834e+01,18.304098,3.99516e+03,1.25421e+01,15.758084,2.546014,,,0,3902.24,,,,
0.113792,56.50382,22.208258,56.50382,22.208258,56.5038447459998,22.2082374457747,0.009,0.006,90,63997697066663040,56.50394873348,0.2313,22.20801924026,0.1414,7.9342,0.2327,22.360,0.606,-50.680,0.365,0,8.34685e+02,2.89259e+00,18.384560,,,,,,,,,,0,,,,,
0.073891,56.509327,25.611307,56.509327,25.611307,56.5093491788543,25.6113027923993,0.003,0.001,90,69923618063961216,56.50951334314,0.0814,25.61111974668,0.0413,11.0686,0.0981,34.382,0.185,-42.514,0.093,0,1.96047e+04,1.04008e+01,14.957466,3.85155e+03,1.34383e+01,16.387300,2.46507e+04,5.28986e+01,13.782346,2.604955,,,0,3699.42,0.1055,0.0580,,
0.078875,56.511482,23.737392,56.511482,23.737392,56.5115009339551,23.7373787449429,0.001,0.001,90,65201039527567232,56.51159305644,0.0442,23.73718825110,0.0258,7.2751,0.0491,19.586,0.091,-44.244,0.061,0,2.63601e+05,2.27952e+02,12.136000,9.02568e+04,3.97094e+02,12.962688,2.54860e+05,6.38835e+02,11.246166,1.716522,,,0,4250.50,,,0.98,0.283
0.189040,56.512035,24.52787,56.512035,24.52787,56.5120846012949,24.5278975893873,0.003,0.002,90,66786505232432512,56.51217735556,0.0935,24.52770350702,0.0514,7.3453,0.0921,19.599,0.207,-45.077,0.125,0,5.14928e+07,2.24604e+04,6.408999,3.73119e+07,7.14707e+04,6.421768,2.13981e+07,8.00209e+04,6.435981,-0.014213,,,0,9654.00,0.2240,0.0975,,
0.045710,56.51231,24.682182,56.51231,24.682182,56.5123236897389,24.6821796435276,0.008,0.005,90,66801795315987584,56.51241782395,0.2178,24.68199438855,0.1289,6.5757,0.2304,19.866,0.526,-43.027,0.310,0,1.61248e+03,2.99776e+00,17.669632,2.00291e+02,1.19317e+01,19.597235,2.52651e+03,1.14189e+01,16.255620,3.341616,,,0,,,,,
0.056916,56.514374,24.349207,56.514374,24.349207,56.5143910602582,24.3492083694429,0.003,0.002,90,65280071222749824,56.51447802406,0.0994,24.34902791227,0.0582,6.7212,0.1079,18.401,0.208,-41.913,0.130,0,4.37185e+03,4.84318e+00,16.586702,9.84846e+02,1.26951e+01,17.867968,6.03106e+03,2.44235e+01,15.310937,2.557031,,,0,3556.30,,,,
0.035106,56.515266,25.874746,56.515266,25.874746,56.5152620142873,25.8747374124520,0.004,0.002,90,70036695963457792,56.51536128705,0.1119,25.87452490008,0.0630,7.9842,0.1154,20.745,0.256,-49.358,0.142,0,4.02611e+03,4.65387e+00,16.676153,5.70684e+02,1.08688e+01,18.460400,5.58898e+03,1.37203e+01,15.393588,3.066812,,,0,3642.94,0.6840,0.4050,,
0.086490,56.515877,25.453009,56.515877,25.453009,56.5158993411102,25.4529959301445,0.001,0.001,90,69873418486230272,56.51600686771,0.0340,25.45280241721,0.0181,7.2906,0.0371,22.550,0.061,-44.945,0.040,0,5.57379e+04,3.00555e+01,13.822989,1.73475e+04,4.98962e+01,14.753294,5.66809e+04,9.38328e+01,12.878328,1.874966,,,0,3998.64,0.0315,0.0150,0.55,0.069
0.125389,56.516426,24.385818,56.516426,24.385818,56.5164631489551,24.3858098982750,0.007,0.004,90,66784336272867456,56.51663689762,0.2005,24.38577979849,0.1042,8.8318,0.2054,36.754,0.447,-6.991,0.236,0,1.23428e+03,3.43812e+00,17.959833,4.74932e+02,2.31290e+01,18.659811,1.94968e+03,2.30534e+01,16.537012,2.122799,,,0,,,,,
0.073600,56.517178,23.405537,56.517178,23.405537,56.5171925201801,23.4055214849106,0.002,0.001,90,64981137202021376,56.51728223007,0.0451,23.40532595935,0.0249,7.3527,0.0481,19.121,0.103,-45.412,0.058,0,2.05563e+05,7.69983e+02,12.406004,8.33926e+04,1.17000e+03,13.048569,1.75443e+05,1.89008e+03,11.651579,1.396990,2.49,7.53,9,4839.00,0.1713,0.0820,0.59,0.172
0.066410,56.5179,23.928019,56.5179,23.928019,56.5179078924021,23.9280349262516,0.003,0.002,90,65216643145862144,56.51799574723,0.0744,23.92784839945,0.0620,7.0919,0.0879,18.651,0.169,-43.322,0.145,0,9.47828e+03,8.71838e+00,15.746541,2.09462e+03,2.39629e+01,17.048624,1.23983e+04,2.94186e+01,14.528511,2.520113,,,0,3651.87,0.3520,0.1980,,
0.072846,56.518993,24.165571,56.518993,24.165571,56.5190152005897,24.1655676032983,0.004,0.002,90,65229184450247296,56.51910326861,0.1316,24.16537474455,0.0736,7.4467,0.1450,18.662,0.256,-44.793,0.155,0,2.21590e+03,3.08974e+00,17.324492,3.82764e+02,1.20758e+01,18.894062,3.23051e+03,1.46550e+01,15.988743,2.905319,,,0,,,,,
0.084300,56.521854,22.981655,56.521854,22.981655,56.5218569713788,22.9816318239992,0.001,0.001,90,64856312568645248,56.52195259271,0.0291,22.98142588232,0.0181,7.5590,0.0336,20.446,0.063,-47.832,0.040,0,7.99497e+04,7.30260e+01,13.431323,2.63589e+04,7.97654e+01,14.299068,7.85053e+04,1.74361e+02,12.524673,1.774396,,,0,4110.89,0.4378,0.2200,0.58,0.086
0.058442,56.523464,24.612358,56.523464,24.612358,56.5234820249459,24.6123570919199,0.003,0.002,90,66800180408292992,56.52358302634,0.0764,24.61216540128,0.0464,7.3942,0.0798,21.327,0.185,-44.522,0.111,0,1.73570e+04,2.96562e+01,15.089680,3.75605e+03,2.61215e+01,16.414560,2.12804e+04,8.13374e+01,13.941970,2.472590,,,0,3515.50,0.6403,0.3430,,
0.040606,56.526863,25.419909,56.526863,25.419909,56.5268755681542,25.4199091365930,0.003,0.002,90,69872215895392128,56.52698017325,0.1180,25.41978287538,0.0662,3.4321,0.1309,21.943,0.223,-29.325,0.142,0,4.15445e+03,4.23904e+00,16.642080,8.31725e+02,6.43264e+00,18.051440,5.33306e+03,2.03259e+01,15.444479,2.606960,,,0,3809.48,2.0183,1.0295,,
0.104598,56.52706,24.56742,56.52706,24.56742,56.5270916981548,24.5674284341592,0.002,0.001,90,66799763794633856,56.52718624741,0.0503,24.56722811667,0.0285,7.3334,0.0544,19.972,0.119,-46.525,0.067,0,2.02349e+05,3.78130e+02,12.423114,8.39174e+04,6.14175e+02,13.041759,1.69739e+05,8.86785e+02,11.687466,1.354293,,,0,4932.00,,,0.56,0.167
0.074578,56.527157,23.838995,56.527157,23.838995,56.5271477169364,23.8390139449146,0.002,0.001,90,65202830531043968,56.52724045368,0.0534,23.83881582254,0.0317,7.1420,0.0607,19.701,0.097,-46.016,0.073,0,2.64795e+04,3.00092e+01,14.631091,6.64667e+03,5.96228e+01,15.794877,3.08765e+04,9.91376e+01,13.537849,2.257028,,,0,3704.07,0.3050,0.1645,,
0.111238,56.5277,22.392721,56.5277,22.392721,56.5277175930076,22.3927465471157,0.003,0.002,90,64752099482337536,56.52792079494,0.0853,22.39264834544,0.0520,8.1178,0.0960,43.636,0.178,-22.808,0.116,1,2.12032e+04,1.17214e+01,14.872364,4.36264e+03,1.50958e+01,16.252016,2.63408e+04,5.04494e+01,13.710346,2.541670,,,0,3672.75,0.9140,0.4453,,
0.083870,56.528744,24.562807,56.528744,24.562807,56.5287682159771,24.5628139656263,0.002,0.001,90,66799768088857856,56.52886151223,0.0565,24.56261162518,0.0300,7.3618,0.0595,19.708,0.135,-46.995,0.070,0,1.56433e+05,1.17738e+02,12.702542,6.13979e+04,1.72994e+02,13.381005,1.36640e+05,2.09251e+02,11.922978,1.458027,4.18,1.87,10,4493.00,0.2540,0.1230,0.63,0.147
0.086902,56.53127,24.37438,56.53127,24.37438,56.5312943141953,24.3743874687208,0.001,0.001,90,66781316909399424,56.53138354388,0.0348,24.37418441708,0.0180,7.4027,0.0358,18.877,0.078,-47.160,0.041,0,4.69503e+04,5.61477e+01,14.009270,1.43140e+04,1.24360e+02,14.961985,5.00910e+04,1.81610e+02,13.012522,1.949463,,,0,3922.70,0.3523,0.1755,0.53,0.059
1.529109,56.53127,24.37438,56.53127,24.37438,56.5311256151003,24.3739759588212,0.075,0.012,90,66781316911952384,56.53112561510,74.9709,24.37397595882,11.8719,,,,,,,0,1.01748e+03,9.74409e+00,18.169554,,,,,,,,,,0,,,,,
0.365178,56.53236,24.866802,56.53236,24.866802,56.5324002462464,24.8668968806255,0.012,0.009,90,66814302260735104,56.53250508395,0.3209,24.86669821736,0.2417,7.1486,0.3676,22.092,0.761,-46.141,0.572,0,3.12707e+05,6.57745e+02,11.950521,1.57685e+05,4.92140e+02,12.356915,3.12166e+05,2.10625e+03,11.025954,1.330961,,,0,4819.07,,,0.76,0.279
1.168883,56.53236,24.866802,56.53236,24.866802,56.5323982982223,24.8664793829279,0.001,0.000,90,66814302258090880,56.53239829822,0.6467,24.86647938293,0.2602,,,,,,,0,7.62901e+04,2.33194e+02,13.482196,,,,,,,,,,0,,,,,
0.011727,56.534836,23.347523,56.534836,23.347523,56.5348393460698,23.3475224140345,0.001,0.001,90,64971933089093760,56.53493098403,0.0277,23.34732748237,0.0158,7.3212,0.0299,19.541,0.063,-45.274,0.036,0,9.53826e+04,2.33600e+02,13.239693,3.37003e+04,3.43522e+02,14.032303,8.98648e+04,5.73943e+02,12.377947,1.654356,7.53,3.57,10,4279.00,0.0270,0.0340,0.57,0.100
0.057784,56.53622,24.675913,56.53622,24.675913,56.5362315793394,24.6759253950721,0.006,0.003,90,66801623517295104,56.53633373663,0.1434,24.67572787942,0.0784,7.5792,0.1497,21.560,0.361,-45.875,0.188,0,3.88722e+03,6.20599e+00,16.714268,6.85985e+02,3.65825e+01,18.260601,5.46218e+03,3.23200e+01,15.418505,2.842096,,,0,4480.28,0.1343,0.0773,,
0.123787,56.539562,26.138826,56.539562,26.138826,56.5395868319756,26.1388527213103,0.001,0.001,90,70049477786093056,56.53968415472,0.0506,26.13865485385,0.0264,7.3249,0.0496,20.292,0.086,-45.956,0.057,0,4.64005e+05,3.12646e+02,11.522060,1.98453e+05,2.14952e+02,12.107242,3.77547e+05,3.64032e+02,10.819492,1.287749,2.55,3.01,8,4886.40,0.6910,0.3323,0.87,0.387
0.056987,56.53994,22.710398,56.53994,22.710398,56.5399568136891,22.7104002853681,0.003,0.002,90,64796045587678208,56.54004305780,0.0831,22.71021465710,0.0526,6.8130,0.0950,18.478,0.162,-43.114,0.109,0,8.54074e+03,6.75518e+00,15.859627,1.28364e+03,1.20678e+01,17.580276,1.16681e+04,1.84669e+01,14.594416,2.985861,,,0,3730.35,,,,
0.101210,56.541157,21.09799,56.541157,21.09799,56.5411798492171,21.0979719609344,0.003,0.002,90,63485427727244544,56.54126708736,0.0820,21.09779200902,0.0565,6.8158,0.0903,18.904,0.168,-41.795,0.119,0,7.05897e+03,9.66643e+00,16.066511,1.18192e+03,1.43344e+01,17.669914,9.35111e+03,2.93082e+01,14.834763,2.835152,,,0,3930.78,0.8825,0.4793,,
0.110088,56.541225,24.673626,56.541225,24.673626,56.5412033709545,24.6736028547151,0.002,0.001,90,66801623514684416,56.54129942316,0.0621,24.67340059880,0.0329,7.3579,0.0641,20.272,0.152,-46.976,0.079,0,3.63056e+04,5.92486e+01,14.288430,8.95182e+03,1.27448e+02,15.471610,4.68780e+04,5.33544e+02,13.084497,2.387113,,,0,3569.33,,,0.64,0.059
1.251492,56.541225,24.673626,56.541225,24.673626,56.5414608742011,24.6738999510228,0.013,0.007,90,66801623517294848,56.54154458033,0.4044,24.67371089319,0.1875,7.5464,0.1474,17.666,0.830,-43.910,0.433,0,5.51576e+03,2.26816e+01,16.334352,,,,,,,,,,0,,,,,
0.103429,56.541874,23.340015,56.541874,23.340015,56.5418427591304,23.3400129184189,0.002,0.001,90,64971177174850304,56.54194201255,0.0553,23.33979807838,0.0276,8.1318,0.0587,21.166,0.116,-49.898,0.065,0,1.89898e+06,2.73733e+03,9.992064,1.01937e+06,4.19178e+03,10.330557,1.24477e+06,4.09048e+03,9.524199,0.806358,6.04,0.63,9,5775.00,0.1117,0.0653,1.06,1.134
0.065400,56.54202,26.002575,56.54202,26.002575,56.5420389052339,26.0025723851536,0.005,0.003,90,70044456967585280,56.54213156804,0.2029,26.00237865425,0.1021,6.7296,0.1974,19.343,0.297,-44.996,0.217,0,2.14099e+03,4.32615e+00,17.361832,2.76995e+02,1.40757e+01,19.245209,3.04826e+03,1.19387e+01,16.051788,3.193420,,,0,,,,,
0.122857,56.54894,24.622314,56.54894,24.622314,56.5489761560528,24.6223173492901,0.002,0.001,90,66800592725150848,56.54907599667,0.0513,24.62212527969,0.0311,7.5280,0.0562,21.080,0.124,-44.610,0.075,1,5.17014e+05,1.40634e+03,11.404611,2.47205e+05,2.24430e+03,11.868744,3.82431e+05,2.47905e+03,10.805536,1.063208,7.65,0.79,8,5252.38,0.0103,0.0060,0.74,0.380
0.124845,56.552853,23.12857,56.552853,23.12857,56.5528682389055,23.1285389873873,0.003,0.002,90,64955302975741312,56.55296896286,0.0744,23.12832466113,0.0400,12.6747,0.0775,21.514,0.172,-49.779,0.098,0,7.24203e+06,1.96335e+03,8.538714,3.96992e+06,3.51101e+03,8.854434,4.62645e+06,9.61483e+03,8.098801,0.755633,-6.38,0.12,4,5969.33,,,1.24,1.763
