angDist,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.134273,55.623756,20.811134,55.623756,20.811134,55.6237330262812,20.8111041153379,0.004,0.003,90,63391174669006080,55.62382400949,0.1038,20.81090151204,0.0729,7.5250,0.1136,19.753,0.240,-47.056,0.196,1,5.02313e+03,4.94968e+00,16.435930,7.39114e+02,1.82168e+01,18.179610,6.96486e+03,1.92327e+01,15.154639,3.024970,,,0,4162.12,,,,
0.149944,55.63001,24.822643,55.63001,24.822643,55.6300144911460,24.8226845977457,0.004,0.003,90,68367190635351936,55.63011067655,0.1240,24.82248656238,0.0775,7.5719,0.1393,20.276,0.273,-45.995,0.170,0,2.19317e+03,3.51149e+00,17.335684,2.85455e+02,6.28976e+00,19.212543,3.17443e+03,9.39696e+00,16.007755,3.204788,,,0,,,,,
0.054732,55.64152,24.183582,55.64152,24.183582,55.6415049184794,24.1835804063106,0.006,0.004,90,68261946756899456,55.64160601643,0.1940,24.18338988680,0.1267,7.3619,0.2220,21.420,0.363,-44.250,0.273,0,1.53740e+03,3.45924e+00,17.721400,2.17888e+02,1.23389e+01,19.505806,2.28265e+03,1.97516e+01,16.365822,3.139984,,,0,,,,,
0.136297,55.651115,23.36801,55.651115,23.36801,55.6510834313743,23.3680334681146,0.002,0.002,90,65079788307324672,55.65117606460,0.0777,23.36784488762,0.0521,7.4225,0.0870,19.750,0.153,-43.799,0.116,0,6.46373e+03,1.48001e+01,16.162157,1.08139e+03,1.77075e+01,17.766428,8.61803e+03,5.04208e+01,14.923400,2.843028,,,0,3930.78,0.6543,0.3015,,
0.013518,55.653927,25.232704,55.653927,25.232704,55.6539300612717,25.2327065415048,0.006,0.004,90,69898294936767488,55.65402261566,0.1643,25.23251489843,0.1007,7.3314,0.1922,19.445,0.378,-44.511,0.226,0,1.99122e+03,3.07076e+00,17.440569,2.62829e+02,1.19613e+01,19.302206,2.85075e+03,1.08637e+01,16.124523,3.177683,,,0,,,,,
0.064216,55.66761,23.989374,55.66761,23.989374,55.6675962853215,23.9893616187890,0.003,0.002,90,65254851174771584,55.66768278293,0.0755,23.98916689579,0.0460,7.2722,0.0802,18.354,0.174,-45.226,0.105,1,2.19333e+04,2.32180e+01,14.835606,4.65303e+03,2.85796e+01,16.182049,2.69108e+04,5.82123e+01,13.687105,2.494944,,,0,3440.67,1.5750,0.7920,0.57,0.041
0.081749,55.671555,24.028597,55.671555,24.028597,55.6715298701489,24.0285942476500,0.005,0.003,90,65257187636977536,55.67163030748,0.1353,24.02840198163,0.0888,7.2283,0.1398,21.306,0.343,-44.655,0.213,0,2.48281e+03,4.37478e+00,17.201006,3.57229e+02,1.16555e+01,18.969020,3.55554e+03,1.74673e+01,15.884655,3.084366,,,0,,,,,
0.079632,55.67437,24.004383,55.67437,24.004383,55.6743468332462,24.0043761120477,0.004,0.002,90,65254885534508672,55.67443749349,0.1115,24.00417582058,0.0695,7.3581,0.1164,19.235,0.257,-46.519,0.157,0,4.27680e+03,5.51324e+00,16.610567,7.38248e+02,1.55077e+01,18.180882,5.79363e+03,1.86994e+01,15.354544,2.826338,,,0,3740.33,0.1102,0.0690,,
0.293106,55.674564,24.199537,55.674564,24.199537,55.6745890086836,24.1994590242147,0.001,0.001,90,68267680536205440,55.67468481203,0.0363,24.19928217397,0.0199,6.8364,0.0404,20.296,0.070,-41.075,0.051,0,5.27324e+04,1.23642e+02,13.883172,1.70310e+04,2.10051e+02,14.773290,5.85078e+04,4.97222e+02,12.843885,1.929404,,,0,3998.00,0.7555,0.4180,0.57,0.074
0.718866,55.674564,24.199537,55.674564,24.199537,55.6744156278914,24.1996838021899,0.004,0.002,90,68267684832301696,55.67441562789,3.9960,24.19968380219,1.5543,,,,,,,1,7.17128e+03,3.23234e+01,16.049376,,,,,,,,,,0,,,,,
0.039799,55.675457,25.19692,55.675457,25.19692,55.6754665506997,25.1969134995684,0.006,0.004,90,69894962042148096,55.67556281727,0.1741,25.19670779868,0.1093,7.3452,0.2022,20.231,0.400,-47.776,0.242,0,1.48416e+03,3.75055e+00,17.759660,1.70497e+02,1.19178e+01,19.772099,2.25690e+03,2.56256e+01,16.378138,3.393961,,,0,,,,,
0.040806,55.676598,23.50287,55.676598,23.50287,55.6765882307531,23.5028631612627,0.001,0.001,90,65129506848731136,55.67669285858,0.0423,23.50264426061,0.0250,8.2942,0.0466,22.285,0.091,-50.841,0.060,1,2.53162e+05,5.10062e+02,12.179868,1.04036e+05,8.61536e+02,12.808429,2.13392e+05,1.33579e+03,11.438973,1.369455,12.72,8.56,7,4861.04,0.1355,0.0630,0.57,0.166
0.331265,55.676662,23.339376,55.676662,23.339376,55.6767264067904,23.3393056093784,0.003,0.002,90,65078929313867136,55.67672640679,2.9334,23.33930560938,1.6827,,,,,,,0,8.67564e+03,2.45041e+01,15.842611,2.10828e+03,5.30756e+01,17.041567,1.74895e+04,3.32112e+02,14.154977,2.886590,,,0,3585.82,,,,
0.751958,55.676662,23.339376,55.676662,23.339376,55.6766092873679,23.3391733549771,0.003,0.002,90,65078929312363392,55.67670627039,0.0983,23.33897310193,0.0660,7.4608,0.1113,20.682,0.196,-46.510,0.151,0,5.06079e+03,9.83403e+00,16.427818,2.70838e+03,4.63070e+02,16.769615,1.73160e+04,7.46006e+02,14.165798,2.603817,,,0,4968.67,,,,
0.084727,55.682472,25.535126,55.682472,25.535126,55.6824982996514,25.5351264554283,0.002,0.001,90,70097581419826944,55.68259421324,0.0602,25.53493107842,0.0381,7.1951,0.0668,20.101,0.118,-45.378,0.089,0,1.13188e+04,1.28804e+01,15.553866,2.18910e+03,2.88574e+01,17.000723,1.43895e+04,7.54823e+01,14.366809,2.633914,,,0,3740.35,0.7180,0.3963,,
0.169565,55.68486,23.104542,55.68486,23.104542,55.6848103274245,23.1045312053601,0.004,0.003,90,65037731987586304,55.68490587717,0.1249,23.10433067099,0.0837,7.6577,0.1394,20.412,0.245,-46.576,0.179,0,2.73614e+03,3.29219e+00,17.095518,3.62320e+02,7.95874e+00,18.953657,3.93630e+03,1.31932e+01,15.774200,3.179457,,,0,,,,,
0.099925,55.68524,23.970976,55.68524,23.970976,55.6852131930075,23.9709662860901,0.004,0.003,90,65254576296865152,55.68530369177,0.1226,23.97077236622,0.0743,7.1488,0.1288,19.206,0.286,-45.039,0.171,0,2.04249e+03,3.69855e+00,17.412966,3.03995e+02,1.48118e+01,19.144222,2.97740e+03,1.27821e+01,16.077328,3.066895,,,0,,,,,
0.067608,55.690193,23.82302,55.690193,23.82302,55.6901732572983,23.8230254791268,0.006,0.004,90,65155856471318912,55.69027139648,0.1616,23.82282901287,0.1092,6.9778,0.1779,20.852,0.359,-45.631,0.237,0,1.53744e+03,2.52661e+00,17.721367,1.89567e+02,9.61227e+00,19.656979,2.32372e+03,9.78954e+00,16.346460,3.310518,,,0,,,,,
0.121676,55.700706,24.067062,55.700706,24.067062,55.7006697013883,24.0670661896137,0.029,0.023,90,65257355138728832,55.70076433029,0.8686,24.06688397217,0.6454,7.0599,1.0782,20.068,1.868,-42.321,1.501,0,1.30422e+02,1.05196e+00,20.399988,7.34962e+01,1.28840e+01,20.685726,2.87098e+02,1.68624e+01,18.616844,2.068882,,,0,,,,,
0.100746,55.70377,23.580189,55.70377,23.580189,55.7037494496075,23.5802097095920,0.004,0.003,90,65136791113382912,55.70384906009,0.1311,23.58000958922,0.0721,7.2870,0.1423,21.204,0.284,-46.480,0.184,0,3.68654e+03,5.17629e+00,16.771818,5.19578e+02,6.85880e+00,18.562262,5.14242e+03,2.97259e+01,15.484000,3.078261,,,0,3675.67,0.7240,0.4227,,
0.198472,55.70458,24.171015,55.70458,24.171015,55.7046034403815,24.1710649606597,0.004,0.003,90,68266787183070976,55.70470499948,0.1298,24.17087411859,0.0820,7.6559,0.1380,21.520,0.252,-44.325,0.179,0,9.24122e+03,2.12261e+01,15.774042,1.80552e+03,3.81777e+01,17.209885,1.34025e+04,2.06521e+02,14.443956,2.765928,,,0,3994.45,,,,
1.376513,55.70458,24.171015,55.70458,24.171015,55.7044773120840,24.1706437097979,0.001,0.000,90,68266791480007552,55.70447731208,1.0929,24.17064370980,0.4077,,,,,,,0,1.59314e+03,4.50515e+00,17.682732,,,,,,,,,,0,,,,,
0.055805,55.724968,26.137877,55.724968,26.137877,55.7249842728937,26.1378815835161,0.004,0.002,90,70201725786644608,55.72508114463,0.1172,26.13767988960,0.0662,7.7823,0.1505,20.198,0.256,-46.845,0.135,0,3.47495e+03,4.69650e+00,16.835995,4.91996e+02,8.63492e+00,18.621483,4.85648e+03,1.86670e+01,15.546117,3.075366,,,0,3947.04,0.6035,0.3555,,
0.055971,55.729626,24.493065,55.729626,24.493065,55.7296420912019,24.4930692717615,0.001,0.001,90,68310561489710336,55.72974253768,0.0452,24.49287507302,0.0261,7.1950,0.0512,21.230,0.088,-45.104,0.064,0,3.38948e+06,8.44521e+02,9.363033,1.93525e+06,2.56950e+03,9.634545,2.07535e+06,2.91807e+03,8.969191,0.665355,6.61,0.74,4,6196.90,0.1590,0.0815,1.38,2.543
0.030913,55.735577,24.082775,55.735577,24.082775,55.7355716161036,24.0827823813445,0.019,0.013,90,65257806112264832,55.73565928684,0.6027,24.08258691561,0.3778,8.1345,0.6529,18.590,1.253,-45.398,0.837,0,1.90479e+04,2.39411e+01,14.988749,3.50108e+03,2.69863e+01,16.490885,2.49518e+04,5.75401e+01,13.769163,2.721722,,,0,4031.67,,,,
0.067676,55.73567,24.229362,55.73567,24.229362,55.7356582511680,24.2293789615546,0.004,0.003,90,68268165869533568,55.73575274183,0.1193,24.22917686122,0.0852,7.4424,0.1354,20.013,0.234,-46.939,0.188,0,2.65254e+03,3.39386e+00,17.129210,3.93657e+02,1.27351e+01,18.863594,3.81200e+03,1.82447e+01,15.809039,3.054555,,,0,,,,,
0.379225,55.736076,25.980692,55.736076,25.980692,55.7361932307288,25.9806995269146,0.015,0.010,90,70146853284493312,55.73631135566,0.4770,25.98050075481,0.3765,7.1338,0.5746,24.663,0.955,-46.166,0.670,0,4.76824e+03,4.60509e+01,16.492472,1.06385e+03,2.62670e+01,17.784190,1.03801e+04,1.87269e+02,14.721412,3.062778,,,0,3589.42,,,,
0.601723,55.736076,25.980692,55.736076,25.980692,55.7360534530045,25.9805260372451,0.001,0.001,0,70146853282515584,55.73605345300,0.5510,25.98052603725,0.5826,,,,,,,0,3.73924e+03,1.20502e+01,16.756407,,,,,,,,,,0,,,,,
0.066018,55.744125,20.21256,55.744125,20.21256,55.7441263031797,20.2125789708521,0.005,0.003,90,63146743786148992,55.74421123387,0.1337,20.21239922045,0.0798,6.2804,0.1478,18.511,0.294,-41.748,0.180,0,2.54820e+03,3.29465e+00,17.172781,3.15834e+02,8.73880e+00,19.102740,3.71053e+03,9.22105e+00,15.838330,3.264409,,,0,,,,,
0.091678,55.746746,22.900925,55.746746,22.900925,55.7467299593824,22.9009039832228,0.002,0.001,90,65030344643851776,55.74682538936,0.0432,22.90071231657,0.0284,7.6453,0.0447,20.417,0.100,-44.516,0.072,0,3.51387e+05,3.95270e+02,11.823902,1.57638e+05,5.30843e+02,12.357236,2.74483e+05,6.92072e+02,11.165632,1.191604,6.60,1.80,6,4855.84,0.1033,0.0480,0.74,0.271
0.022195,55.748962,22.42427,55.748962,22.42427,55.7489647460248,22.4242648578155,0.001,0.001,90,64438841747360768,55.74906450406,0.0324,22.42407368422,0.0174,7.3968,0.0357,21.418,0.068,-44.402,0.040,0,8.46265e+04,5.33428e+01,13.369599,2.88953e+04,8.97188e+01,14.199322,8.13492e+04,1.35994e+02,12.486036,1.713285,10.99,3.57,4,4095.00,0.1427,0.0710,0.62,0.096
4.847430,55.748962,22.42427,55.748962,22.42427,55.7502085010144,22.4249679651769,0.013,0.009,90,64438841745996416,55.75020448473,0.3987,22.42497793445,0.2360,0.7598,0.4057,-0.862,0.868,2.315,0.552,0,5.56015e+02,1.70950e+00,18.825650,2.16626e+02,1.02307e+01,19.512114,6.88972e+02,2.34498e+01,17.666416,1.845697,,,0,,,,,
0.127257,55.75069,24.731268,55.75069,24.731268,55.7507031117655,24.7313013582387,0.034,0.020,90,68318086273228416,55.75079995205,0.8669,24.73108873721,0.5282,8.0200,0.9032,20.429,2.182,-49.383,1.298,0,1.27184e+02,1.03094e+00,20.427282,5.31627e+01,1.44097e+01,21.037370,2.39930e+02,7.54149e+00,18.811707,2.225664,,,0,,,,,
0.070162,55.75524,24.247917,55.75524,24.247917,55.7552311484736,24.2479342800335,0.004,0.003,90,68268303308484224,55.75532389361,0.1426,24.24773743757,0.1005,7.3201,0.1514,19.640,0.276,-45.718,0.223,0,1.76900e+03,3.51060e+00,17.569050,2.45742e+02,1.37517e+01,19.375190,2.62076e+03,1.79340e+01,16.215853,3.159338,,,0,,,,,
0.153659,55.76223,24.669737,55.76223,24.669737,55.7622667447528,24.6697633571286,0.002,0.001,90,68317609532996480,55.76235953402,0.0480,24.66956453670,0.0246,7.4425,0.0522,19.584,0.105,-46.178,0.057,0,3.97384e+05,5.18530e+02,11.690341,1.82729e+05,5.93509e+02,12.196871,3.03721e+05,7.77726e+02,11.055732,1.141139,5.51,0.64,9,4982.03,0.1970,0.1157,0.75,0.314
0.058890,55.76746,22.80099,55.76746,22.80099,55.7674511744514,22.8009748911492,0.004,0.002,90,64841503521468544,55.76756949794,0.0919,22.80077546234,0.0600,6.9727,0.0956,25.334,0.251,-46.319,0.151,0,3.53349e+04,6.63955e+01,14.317856,8.57504e+03,9.17029e+01,15.518298,4.11099e+04,2.25719e+02,13.227055,2.291244,,,0,3566.35,,,0.67,0.065
0.081046,55.76813,25.436737,55.76813,25.436737,55.7681524753458,25.4367488769500,0.004,0.003,90,69908156181656576,55.76824794904,0.1134,25.43656922855,0.0801,6.7470,0.1319,20.025,0.229,-41.725,0.181,0,2.63944e+03,3.09094e+00,17.134586,3.32972e+02,1.15165e+01,19.045368,3.83846e+03,1.53298e+01,15.801526,3.243842,,,0,,,,,
0.124903,55.77305,24.824587,55.77305,24.824587,55.7730636081370,24.8246187002359,0.002,0.001,90,68325649711754880,55.77315195646,0.0660,24.82441747201,0.0365,7.2150,0.0693,18.624,0.158,-46.737,0.084,0,3.15494e+04,4.23367e+01,14.440887,6.52904e+03,4.83793e+01,15.814265,3.89532e+04,1.29440e+02,13.285561,2.528705,,,0,3518.71,,,0.64,0.056
0.087366,55.777054,22.297075,55.777054,22.297075,55.7770753133109,22.2970891986775,0.007,0.004,90,64433924008996224,55.77717661386,0.2002,22.29689181027,0.1199,7.4177,0.2252,21.769,0.424,-45.845,0.282,0,1.00959e+03,2.28618e+00,18.178001,1.00960e+02,8.50699e+00,20.341010,1.54993e+03,1.12198e+01,16.786140,3.554869,,,0,,,,,
0.059938,55.781536,25.57479,55.781536,25.57479,55.7815260074280,25.5748029859513,0.002,0.002,90,70098612211973248,55.78162603858,0.0736,25.57460505469,0.0469,7.4405,0.0808,20.957,0.158,-45.971,0.112,0,6.72333e+03,1.14725e+01,16.119404,1.10935e+03,2.32505e+01,17.738722,9.03188e+03,3.08905e+01,14.872475,2.866247,,,0,3831.75,,,,
0.165510,55.790607,24.69249,55.790607,24.69249,55.7905855155512,24.6925310540537,0.002,0.002,90,68317746971945600,55.79070301959,0.0745,24.69232059596,0.0447,7.5857,0.0847,24.796,0.155,-48.881,0.102,0,1.65307e+04,1.90090e+01,15.142637,3.19236e+03,1.83865e+01,16.591108,2.10580e+04,6.17881e+01,13.953377,2.637732,,,0,3906.65,1.2140,0.6630,,
0.041275,55.79821,25.42311,55.79821,25.42311,55.7982046499854,25.4231193904967,0.004,0.003,90,69907430330835200,55.79825012651,0.1188,25.42286903583,0.0872,8.1069,0.1360,9.539,0.243,-58.147,0.195,0,7.87965e+03,6.77053e+00,15.947098,1.23617e+03,1.58269e+01,17.621191,1.06656e+04,2.18797e+01,14.691953,2.929238,,,0,3810.63,0.9007,0.5040,,
0.153627,55.7985,24.114626,55.7985,24.114626,55.7984548334575,24.1146367477659,0.005,0.003,90,65263097511969792,55.79854816757,0.1475,24.11443835343,0.0903,7.1466,0.1546,19.786,0.310,-46.079,0.202,0,1.91856e+03,3.80573e+00,17.480928,2.63967e+02,7.24131e+00,19.297516,2.89152e+03,2.01427e+01,16.109106,3.188410,,,0,,,,,
3.266775,55.7985,24.114626,55.7985,24.114626,55.7985958920449,24.1137227187107,0.044,0.028,90,65263097510386688,55.79858498709,1.2192,24.11371394749,0.7089,0.5438,1.2144,-2.312,2.868,-2.037,1.797,0,9.98463e+01,1.05543e+00,20.690037,,,,,,,,,,0,,,,,
0.078651,55.800495,24.745934,55.800495,24.745934,55.8004925262963,24.7459552500567,0.003,0.002,90,68323966084583680,55.80058652596,0.0766,24.74575323944,0.0475,7.3942,0.0858,19.827,0.169,-46.919,0.110,0,1.00932e+04,1.13093e+01,15.678291,1.56853e+03,1.69932e+01,17.362654,1.38187e+04,4.25365e+01,14.410754,2.951900,,,0,4258.30,,,,
0.130849,55.804447,24.655403,55.804447,24.655403,55.8044362271197,24.6554380959682,0.002,0.001,90,68314414077327744,55.80453492987,0.0606,24.65524896606,0.0402,7.2256,0.0689,20.835,0.129,-43.927,0.094,0,2.04323e+04,1.47757e+01,14.912570,4.56003e+03,2.89681e+01,16.203968,2.47105e+04,4.62495e+01,13.779717,2.424251,,,0,3362.00,0.6572,0.3587,0.60,0.041
0.046914,55.806698,25.27014,55.806698,25.27014,55.8066855520465,25.2701328942028,0.001,0.001,90,69896473870624640,55.80678104760,0.0380,25.26993562932,0.0258,7.3962,0.0411,20.057,0.086,-45.816,0.063,0,3.07675e+05,8.12468e+02,11.968134,1.34432e+05,1.29307e+03,12.530128,2.47643e+05,1.76990e+03,11.277354,1.252773,0.08,3.12,5,5097.00,0.1530,0.0760,0.63,0.241
0.158031,55.807945,24.13895,55.807945,24.13895,55.8078980930259,24.1389590078799,0.004,0.003,90,65264265743073664,55.80795424815,0.1135,24.13889352200,0.0735,6.6094,0.1216,11.902,0.244,-15.210,0.165,0,2.88946e+03,3.95360e+00,17.036324,4.60192e+02,1.21471e+01,18.694040,4.06494e+03,2.67759e+01,15.739285,2.954755,,,0,4630.93,0.2450,0.1450,,
0.042174,55.81555,25.341557,55.81555,25.341557,55.8155405836179,25.3415624863367,0.002,0.001,90,69898054418583296,55.81563224115,0.0568,25.34142807335,0.0380,7.5830,0.0665,19.240,0.113,-31.219,0.085,0,2.26241e+04,1.10065e+01,14.801938,5.74968e+03,1.96695e+01,15.952278,2.55289e+04,4.33301e+01,13.744339,2.207939,,,0,3945.22,0.0677,0.0350,,
0.025791,55.819164,23.833788,55.819164,23.833788,55.8191565053410,23.8337870232990,0.005,0.002,90,65237911823760640,55.81925014996,0.1211,23.83359107144,0.0705,7.2742,0.1259,19.895,0.305,-45.511,0.161,0,5.19068e+03,1.91260e+01,16.400305,8.08888e+02,2.03374e+01,18.081667,7.17336e+03,6.04047e+01,15.122613,2.959054,,,0,4587.40,0.7610,0.4577,,
0.023483,55.82684,26.67352,55.82684,26.67352,55.8268361038944,26.6735249334589,0.002,0.002,90,70320266883420416,55.82707411928,0.1013,26.67330112077,0.0498,10.4678,0.1152,49.398,0.145,-51.982,0.107,0,1.73290e+04,1.43285e+01,15.091435,2.96066e+03,1.52694e+01,16.672918,2.27333e+04,6.90085e+01,13.870266,2.802652,,,0,3785.66,0.6467,0.4030,,
0.044404,55.82918,22.786299,55.82918,22.786299,55.8291950472644,22.7862989913250,0.004,0.003,90,64840541448791424,55.82929199632,0.1320,22.78609921136,0.0842,7.4756,0.1436,20.760,0.262,-46.401,0.196,0,3.44038e+03,7.81763e+00,16.846850,4.94385e+02,1.47363e+01,18.616226,4.88695e+03,2.18279e+01,15.539325,3.076901,,,0,4468.09,0.6840,0.4010,,
0.103224,55.829376,26.078924,55.829376,26.078924,55.8293885303738,26.0789506348669,0.004,0.002,90,70153484713977472,55.82948402918,0.1081,26.07875344323,0.0593,7.3136,0.1270,19.922,0.246,-45.799,0.128,0,5.78102e+03,1.06953e+01,16.283354,9.12425e+02,1.34535e+01,17.950895,7.80393e+03,3.66732e+01,15.031137,2.919759,,,0,3740.81,0.7317,0.4475,,
0.161008,55.835712,24.443079,55.835712,24.443079,55.8356886876039,24.4431181480426,0.004,0.003,90,68298093201624960,55.83579287248,0.1304,24.44292239592,0.0888,7.5431,0.1458,22.029,0.271,-45.465,0.207,0,2.14542e+03,4.04016e+00,17.359585,3.12551e+02,1.16230e+01,19.114084,3.13426e+03,1.61823e+01,16.021582,3.092503,,,0,,,,,
0.098561,55.83796,24.185894,55.83796,24.185894,55.8379314253224,24.1859041844236,0.004,0.003,90,65264506261240448,55.83802148930,0.1202,24.18570770618,0.0803,7.4678,0.1393,19.082,0.245,-45.634,0.172,0,1.92146e+03,2.71710e+00,17.479286,3.10126e+02,9.22949e+00,19.122543,2.77440e+03,1.11313e+01,16.153997,2.968546,,,0,,,,,
0.034817,55.852238,23.225933,55.852238,23.225933,55.8522459727255,23.2259270949990,0.001,0.001,90,65063707949772544,55.85234332979,0.0339,23.22574851975,0.0216,7.1775,0.0379,20.779,0.069,-41.476,0.049,0,1.36683e+06,6.17575e+02,10.349080,6.86808e+05,7.80047e+02,10.759299,9.67131e+05,1.73135e+03,9.798207,0.961092,7.32,0.89,6,5338.00,0.3600,0.1780,1.22,1.092
3.612451,55.852238,23.225933,55.852238,23.225933,55.8516425830360,23.2250917423029,0.004,0.002,90,65063707949772672,55.85174259736,0.1118,23.22490874192,0.0572,7.3237,0.1168,21.347,0.230,-42.503,0.119,0,1.04722e+04,3.34020e+01,15.638271,5.28827e+03,8.40312e+02,16.043104,1.92694e+04,7.38465e+02,14.049748,1.993356,,,0,4831.00,,,,
0.029453,55.854088,23.867096,55.854088,23.867096,55.8540959018773,23.8670924199756,0.016,0.010,90,65239522434899840,55.85418460070,0.4712,23.86690162511,0.2884,7.7122,0.5111,18.839,1.033,-44.314,0.638,0,3.50157e+02,1.55220e+00,19.327707,6.11923e+01,5.90157e+00,20.884647,6.05072e+02,9.18075e+00,17.807402,3.077246,,,0,,,,,
0.113405,55.854794,22.89572,55.854794,22.89572,55.8548188832717,22.8956983705866,0.004,0.003,90,64843805623922688,55.85491419939,0.1135,22.89549866977,0.0697,7.5237,0.1270,20.394,0.240,-46.382,0.164,0,3.08982e+03,4.76839e+00,16.963535,4.41129e+02,1.06799e+01,18.739973,4.34035e+03,1.26823e+01,15.668109,3.071864,,,0,4344.07,0.5980,0.3335,,
0.049077,55.85915,26.041912,55.85915,26.041912,55.8591535599538,26.0419253161495,0.002,0.001,90,70150357977789056,55.85925398262,0.0711,26.04172458682,0.0368,7.5434,0.0759,20.956,0.154,-46.621,0.080,0,9.82095e+03,1.87288e+01,15.707982,1.80505e+03,2.93123e+01,17.210165,1.27816e+04,5.67281e+01,14.495455,2.714710,,,0,3966.97,0.5190,0.2800,,
0.142242,55.860146,22.711876,55.860146,22.711876,55.8601794405404,22.7118517307954,0.004,0.002,90,64836349560719232,55.86026323058,0.0961,22.71167779862,0.0651,6.4573,0.1040,17.952,0.246,-40.397,0.154,0,6.77338e+03,1.11352e+01,16.111353,1.20536e+03,1.56281e+01,17.648594,8.87289e+03,2.96543e+01,14.891757,2.756837,,,0,4092.71,0.5645,0.3180,,
0.060894,55.860924,24.994333,55.860924,24.994333,55.8609052315941,24.9943312958125,0.004,0.002,90,69876506565909632,55.86099629113,0.0968,24.99413885271,0.0579,7.7030,0.0975,19.169,0.238,-44.696,0.145,0,2.43100e+05,6.24980e+02,12.223905,1.03107e+05,6.96529e+02,12.818164,2.11828e+05,9.41190e+02,11.446963,1.371201,6.44,1.47,4,4623.45,0.3305,0.1755,0.69,0.198
0.291161,55.862373,24.452726,55.862373,24.452726,55.8623314640723,24.4527976893901,0.016,0.012,90,68297921402929792,55.86244197673,0.5111,24.45258436762,0.3367,6.1824,0.5763,23.365,1.035,-49.546,0.760,1,1.36981e+04,4.81823e+01,15.346717,2.62879e+03,2.55162e+01,16.801998,1.93631e+04,5.83352e+01,14.044482,2.757516,,,0,4021.88,,,,
0.023735,55.863014,25.387577,55.863014,25.387577,55.8630182190160,25.3875825727789,0.001,0.001,90,69904101732529408,55.86311549590,0.0428,25.38739383068,0.0292,7.2328,0.0471,20.411,0.086,-43.837,0.068,0,6.49889e+05,1.10902e+03,11.156267,3.08305e+05,1.94268e+03,11.628937,4.82510e+05,1.72315e+03,10.553154,1.075783,,,0,5039.33,0.3480,0.1690,0.96,0.537
0.133929,55.864304,22.62816,55.864304,22.62816,55.8643435868745,22.6281558932603,0.006,0.004,90,64818203322590208,55.86444027534,0.1616,22.62795051936,0.1002,8.0230,0.1705,20.728,0.397,-47.700,0.238,0,2.13150e+03,3.51554e+00,17.366652,3.12977e+02,8.21783e+00,19.112608,3.03683e+03,1.14359e+01,16.055868,3.056740,,,0,,,,,
0.101092,55.867493,24.891973,55.867493,24.891973,55.8675063372976,24.8919986942688,0.003,0.002,90,68327402058399232,55.86760614832,0.0929,24.89180226541,0.0468,7.2833,0.0910,21.028,0.216,-45.622,0.111,0,7.58780e+03,7.21257e+00,15.988075,1.33394e+03,2.64806e+01,17.538548,1.00129e+04,2.28871e+01,14.760517,2.778030,,,0,4056.88,0.7010,0.3740,,
0.111256,55.869724,24.151775,55.869724,24.151775,55.8696951283909,24.1517911031235,0.004,0.003,90,65263612908043392,55.86979424075,0.1254,24.15159275245,0.0863,7.5983,0.1451,21.005,0.253,-46.069,0.179,0,2.04503e+03,2.92274e+00,17.411617,3.00033e+02,1.16155e+01,19.158466,2.96215e+03,1.39236e+01,16.082905,3.075562,,,0,,,,,
0.163905,55.87454,24.656565,55.87454,24.656565,55.8745361599081,24.6566101951655,0.006,0.004,90,68319529381881344,55.87463442927,0.1711,24.65640328847,0.1075,7.5908,0.1949,20.743,0.369,-48.056,0.253,0,1.74055e+03,2.87421e+00,17.586649,2.39306e+02,1.26612e+01,19.404007,2.54492e+03,1.58740e+01,16.247734,3.156273,,,0,,,,,
0.142408,55.879665,22.158371,55.879665,22.158371,55.8797074420607,22.1583778197290,0.002,0.001,90,64380636350588544,55.87979915212,0.0534,22.15818094979,0.0319,7.3816,0.0623,19.727,0.122,-45.725,0.064,1,1.52693e+06,1.05600e+03,10.228818,7.85706e+05,1.03656e+03,10.613237,1.04587e+06,1.86105e+03,9.713229,0.900008,6.73,0.65,5,5467.75,0.3350,0.1573,1.19,1.135
0.082868,55.88314,23.674074,55.88314,23.674074,55.8831417320885,23.6740511788376,0.002,0.001,90,65232105028172160,55.88323237729,0.0546,23.67386006145,0.0288,7.3399,0.0562,19.281,0.120,-44.389,0.073,0,1.04059e+06,9.93586e+02,10.645163,5.38386e+05,1.78832e+03,11.023655,7.14710e+05,1.55928e+03,10.126596,0.897059,9.05,0.31,7,5524.33,0.0513,0.0237,0.96,0.778
0.021007,55.89223,25.590605,55.89223,25.590605,55.8922301775421,25.5905989927383,0.003,0.002,90,69911282917833216,55.89232992040,0.0886,25.59040090456,0.0626,7.6494,0.1007,20.894,0.177,-46.008,0.132,0,8.93450e+03,1.15902e+01,15.810690,1.49968e+03,1.30615e+01,17.411392,1.17522e+04,4.69267e+01,14.586621,2.824771,,,0,3756.43,0.8440,0.4520,,
