angDist,_RAJ2000,_DEJ2000,recno,ID,RA2000,DE2000,Vmag,e_Vmag,o_Vmag,B-V,e_B-V,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.181292,29.4926667,37.4351111,170,952,01 57 58.24,+37 26 06.4,12.65,,,0.54,,29.4926086528817,37.4351313868360,0.001,0.001,0,342844321294719232,29.49266260590,0.0373,37.43508003281,0.0362,2.2233,0.0456,9.950,0.073,-11.927,0.081,0,1.87818e+05,5.50176e+01,12.504025,1.04566e+05,1.84320e+02,12.802914,1.20962e+05,8.82471e+01,12.055298,0.747616,9.58,4.02,5,6012.50,0.0320,0.0160,1.12,1.484
0.207692,29.4952083,37.6907778,171,953,01 57 58.85,+37 41 26.8,12.352,0.038,4,0.6,0.008,29.4951607301367,37.6908215193684,0.001,0.001,90,342864907074119680,29.49521460186,0.0552,37.69076351483,0.0336,2.0338,0.0561,9.901,0.079,-13.472,0.075,0,2.54158e+05,6.15082e+01,12.175605,1.38653e+05,2.68621e+02,12.496568,1.67219e+05,2.66830e+02,11.703706,0.792862,8.95,3.47,5,5906.00,,,1.48,2.410
0.327993,29.497375,37.9149444,172,955,01 57 59.37,+37 54 53.8,9.968,0.01,8,0.445,0.001,29.4972758193419,37.9149910737463,0.002,0.002,90,342918645704887040,29.49732925528,0.0524,37.91493936316,0.0522,2.1961,0.0738,9.791,0.114,-12.010,0.112,0,2.15866e+06,8.94814e+02,9.852903,1.25505e+06,1.73424e+03,10.104732,1.29648e+06,2.49779e+03,9.480004,0.624727,,,0,6351.00,,,3.44,17.336
0.239255,29.4991667,37.6773056,173,958,01 57 59.80,+37 40 38.3,9.77,0.0,1,0.514,0.0,29.4991013339433,37.6773473178016,0.001,0.001,90,342864907074121728,29.49900113816,0.0533,37.67722832662,0.0346,4.4933,0.0570,-18.418,0.076,-27.637,0.076,0,2.63663e+06,6.64731e+02,9.635744,1.49968e+06,2.56177e+03,9.911388,1.63106e+06,6.19013e+03,9.230744,0.680644,-15.05,0.54,6,6227.00,,,1.93,5.068
0.151146,29.5065,37.8315,174,961,01 58 01.56,+37 49 53.4,15.01,,,0.23,,29.5064537369442,37.8315206788952,0.003,0.002,0,342870851309021824,29.50646498942,0.0476,37.83146559391,0.0680,0.8118,0.0738,2.064,0.140,-12.794,0.183,0,2.02420e+04,1.11046e+01,14.922731,1.20795e+04,2.46076e+01,15.146264,1.23485e+04,3.58745e+01,14.532884,0.613380,,,0,6957.00,0.0173,0.0090,0.75,1.192
0.254527,29.511625,38.0417778,175,964,01 58 02.79,+38 02 30.4,12.912,0.016,5,0.582,0.014,29.5115371828036,38.0417924787695,0.002,0.001,0,342943797033352192,29.51158687618,0.0385,38.04174140719,0.0426,2.2232,0.0472,9.090,0.092,-11.862,0.098,1,1.50719e+05,4.74465e+01,12.742944,8.24712e+04,1.37868e+02,13.060633,1.00628e+05,3.40473e+02,12.255126,0.805507,,,0,5953.50,0.1475,0.0430,1.03,1.193
1.129232,29.51,37.6719722,176,C293,01 58 02.40,+37 40 19.1,15.16,,,1.02,,29.5103939247541,37.6719379541412,0.002,0.001,0,342864838354645248,29.51043761976,0.0510,37.67189544935,0.0564,1.9510,0.0709,8.033,0.090,-9.872,0.116,0,2.22619e+04,1.35051e+01,14.819459,9.63759e+03,3.36187e+01,15.391467,1.82779e+04,7.38778e+01,14.107106,1.284361,,,0,4959.07,0.4473,0.2235,0.69,0.257
0.320236,29.5105833,37.4935278,177,965,01 58 02.54,+37 29 36.7,10.125,0.0,1,1.001,0.0,29.5104743408331,37.4935487562074,0.001,0.001,0,342845047145369600,29.51061918721,0.0455,37.49321068419,0.0384,16.6921,0.0535,26.692,0.080,-78.520,0.084,0,2.19375e+06,1.20019e+03,9.835398,9.92495e+05,1.70381e+03,10.359567,1.67560e+06,5.19413e+03,9.201496,1.158071,11.19,0.32,3,4899.00,0.1730,0.0840,0.82,0.351
0.348285,29.515625,37.7865556,178,970,01 58 03.75,+37 47 11.6,12.47,,,1.16,,29.5155359085101,37.7866219501125,0.001,0.001,90,342869816220620288,29.51558555293,0.0441,37.78659127245,0.0344,0.6978,0.0473,9.112,0.084,-7.125,0.077,0,2.80985e+05,5.63189e+01,12.066658,1.16174e+05,2.67167e+02,12.688612,2.34579e+05,2.47370e+02,11.336197,1.352415,16.44,0.33,3,4733.00,0.4385,0.2270,7.72,26.959
0.379957,29.5195,37.5371111,179,978,01 58 04.68,+37 32 13.6,14.16,,,1.03,,29.5193724089404,37.5370810473744,0.001,0.001,90,342857034397965184,29.51937196281,0.0388,37.53706796027,0.0323,0.6983,0.0460,-0.082,0.069,-3.040,0.069,0,2.51103e+04,1.31974e+01,14.688734,1.38409e+04,2.63503e+01,14.998474,1.65590e+04,2.48891e+01,14.214332,0.784143,,,0,5884.00,0.4168,0.2057,1.37,2.022
0.302538,29.5262917,37.6351667,180,983,01 58 06.31,+37 38 06.6,13.11,,,0.61,,29.5262043357743,37.6352144061844,0.001,0.001,90,342864185519621760,29.52626177249,0.0379,37.63516300655,0.0290,2.2677,0.0391,10.564,0.068,-11.938,0.066,0,1.31849e+05,5.66742e+01,12.888173,6.91847e+04,1.20080e+02,13.251364,9.08092e+04,8.83664e+01,12.366595,0.884769,,,0,5889.25,0.2015,0.1025,0.96,1.006
0.178746,29.532125,37.6658333,181,988,01 58 07.71,+37 39 57.0,10.934,0.008,4,0.373,0.004,29.5320689511045,37.6658555891920,0.001,0.001,0,342864666555954048,29.53212314086,0.0530,37.66580466501,0.0332,2.1619,0.0581,9.963,0.073,-11.828,0.077,0,8.81571e+05,4.11979e+02,10.825222,5.33813e+05,1.05594e+03,11.032916,5.07547e+05,6.68351e+02,10.498229,0.534687,,,0,7137.75,1.0787,0.5375,1.77,7.344
0.204928,29.5385833,37.4765278,182,993,01 58 09.26,+37 28 35.5,13.59,0.0,1,0.708,0.0,29.5385128664434,37.4765170289610,0.001,0.001,0,342844806627202560,29.53856698084,0.0243,37.47646654769,0.0213,2.2595,0.0290,9.974,0.045,-11.725,0.048,0,8.20036e+04,2.59722e+01,13.403784,4.21808e+04,9.08404e+01,13.788602,5.72419e+04,7.64945e+01,12.867636,0.920966,,,0,5442.00,0.0380,0.0190,0.91,0.653
0.232044,29.5453333,37.7105833,183,998,01 58 10.88,+37 42 38.1,12.239,0.011,2,0.521,0.007,29.5452587312367,37.7106092728891,0.002,0.001,90,342865005857254144,29.54532911982,0.0641,37.71055668389,0.0357,1.8733,0.0563,12.933,0.098,-12.214,0.075,0,2.78120e+05,6.21817e+01,12.077785,1.56175e+05,2.77533e+02,12.367361,1.77166e+05,2.41723e+02,11.640971,0.726390,1.59,2.63,6,6051.00,0.5465,0.2967,1.60,3.090
0.318186,29.5444167,37.4016389,184,999,01 58 10.66,+37 24 05.9,13.55,,,0.67,,29.5443061540221,37.4016288999004,0.001,0.001,90,342843329158458624,29.54435888620,0.0229,37.40157694780,0.0212,2.2847,0.0267,9.729,0.054,-12.066,0.049,0,8.50256e+04,4.82499e+01,13.364491,4.38738e+04,1.14385e+02,13.745875,5.90680e+04,1.23753e+02,12.833538,0.912337,,,0,5429.50,0.0170,0.0080,0.92,0.663
0.216796,29.547625,37.6592778,185,1000,01 58 11.43,+37 39 33.4,11.41,0.012,6,0.419,0.006,29.5475534824417,37.6592983192498,0.002,0.002,0,342864597836478080,29.54760661335,0.0702,37.65924822550,0.0742,2.0516,0.1046,9.769,0.111,-11.635,0.153,0,5.69215e+05,2.28046e+02,11.300175,3.40617e+05,9.59371e+02,11.520724,3.38060e+05,3.32006e+02,10.939436,0.581288,6.68,0.36,6,7014.23,0.8370,0.4147,1.55,5.251
0.187630,29.551125,37.5439444,186,1003,01 58 12.27,+37 32 38.2,11.193,0.003,5,0.472,0.003,29.5510688557504,37.5439715065002,0.001,0.001,90,342851163178793088,29.55112195995,0.0505,37.54392128458,0.0357,2.1927,0.0497,9.779,0.094,-11.664,0.078,0,7.07587e+05,2.62744e+02,11.063917,4.08834e+05,4.93350e+02,11.322520,4.33572e+05,3.36936e+02,10.669267,0.653254,6.46,0.53,6,6326.67,1.2985,0.6563,1.99,5.702
0.209910,29.5558333,38.1948611,187,1007,01 58 13.40,+38 11 41.5,13.018,0.025,3,0.556,0.042,29.5557601091728,38.1948515532174,0.001,0.001,0,342949500750043008,29.55581373507,0.0328,38.19480351295,0.0283,2.2641,0.0354,9.789,0.065,-11.158,0.065,0,1.41288e+05,4.85151e+01,12.813105,7.62612e+04,1.22681e+02,13.145629,9.42396e+04,1.12137e+02,12.326336,0.819293,3.66,3.71,6,5849.33,0.0923,0.0495,1.01,1.084
0.204670,29.5529583,37.5778889,188,1008,01 58 12.71,+37 34 40.4,10.959,0.005,4,0.371,0.004,29.5528919788017,37.5779105689761,0.001,0.001,0,342863051648264064,29.55294190935,0.0453,37.57786285202,0.0366,2.1213,0.0513,9.191,0.076,-11.083,0.083,0,8.59225e+05,6.04320e+02,10.853098,5.17107e+05,1.62022e+03,11.067437,4.92932e+05,6.19591e+02,10.529952,0.537485,9.55,4.35,3,6763.41,,,1.98,7.390
1.195331,29.5525,37.5780278,189,F314,01 58 12.60,+37 34 40.9,15.53,,,0.05,,29.5528919788017,37.5779105689761,0.001,0.001,0,342863051648264064,29.55294190935,0.0453,37.57786285202,0.0366,2.1213,0.0513,9.191,0.076,-11.083,0.083,0,8.59225e+05,6.04320e+02,10.853098,5.17107e+05,1.62022e+03,11.067437,4.92932e+05,6.19591e+02,10.529952,0.537485,9.55,4.35,3,6763.41,,,1.98,7.390
0.227253,29.5543333,37.4737222,190,1010,01 58 13.04,+37 28 25.4,14.19,,,1.2,,29.5542684408233,37.4737587410677,0.001,0.001,0,342844153792173952,29.55428154759,0.0271,37.47374128029,0.0240,0.2915,0.0317,2.416,0.051,-4.055,0.053,0,5.47820e+04,1.77731e+01,13.841772,2.23115e+04,6.27416e+01,14.480068,4.63442e+04,9.26998e+01,13.096931,1.383137,,,0,4684.00,0.5700,0.2300,8.40,30.593
0.220338,29.5559583,37.7401667,191,1011,01 58 13.43,+37 44 24.6,12.128,0.011,2,0.445,0.007,29.5558929375316,37.7401994774391,0.002,0.001,90,342866586405217536,29.55593719192,0.0669,37.74017408962,0.0371,1.4177,0.0573,8.128,0.103,-5.897,0.078,0,3.04623e+05,8.06677e+01,11.978961,1.78848e+05,3.58225e+02,12.220179,1.84125e+05,1.99485e+02,11.599140,0.621038,-18.57,4.32,3,6547.33,1.0473,0.5280,1.88,5.862
0.186661,29.5539167,37.2556111,192,1012,01 58 12.94,+37 15 20.2,12.417,0.015,2,0.539,0.0,29.5538536995749,37.2556242894798,0.001,0.001,0,342837346268970112,29.55390717969,0.0377,37.25557041684,0.0339,2.2275,0.0432,9.887,0.075,-12.512,0.081,0,2.34273e+05,4.48499e+01,12.264059,1.31564e+05,1.25800e+02,12.553544,1.49417e+05,1.15460e+02,11.825917,0.727627,7.40,2.35,5,6048.50,,,1.24,1.841
0.204911,29.563875,37.5554444,193,1017,01 58 15.33,+37 33 19.6,13.26,,,0.66,,29.5638032489204,37.5554464805258,0.001,0.001,0,342851128819053696,29.56385708323,0.0246,37.55539319354,0.0203,2.2228,0.0283,9.912,0.044,-12.376,0.045,0,1.09129e+05,5.54725e+01,13.093517,5.76510e+04,8.25300e+01,13.449371,7.45386e+04,6.59661e+01,12.580966,0.868405,,,0,5766.00,0.0980,0.0427,0.94,0.873
0.251984,29.5703333,37.63775,194,1023,01 58 16.88,+37 38 15.9,11.25,0.015,4,0.424,0.01,29.5702515099785,37.6377765407634,0.002,0.002,0,342863773202760192,29.57030512268,0.0594,37.63772699108,0.0624,2.2860,0.1071,9.861,0.116,-11.508,0.136,0,6.70221e+05,2.03852e+02,11.122820,3.99986e+05,7.94818e+02,11.346276,3.95649e+05,5.42599e+02,10.768644,0.577632,8.99,1.98,5,6615.29,0.8322,0.4030,1.70,4.960
0.204656,29.5706667,37.6485278,195,1024,01 58 16.96,+37 38 54.7,13.292,0.0,1,0.504,0.0,29.5705956075690,37.6485198405320,0.001,0.001,0,342863876281973376,29.57057174400,0.0325,37.64849254230,0.0228,1.0734,0.0386,-4.388,0.048,-6.340,0.049,0,1.06926e+05,4.85307e+01,13.115659,6.12216e+04,1.20772e+02,13.384128,6.78245e+04,8.69439e+01,12.683455,0.700673,,,0,6307.75,0.7567,0.3577,1.59,3.597
2.419904,29.5706667,37.6485278,195,1024,01 58 16.96,+37 38 54.7,13.292,0.0,1,0.504,0.0,29.5708192241891,37.6478665415832,0.011,0.002,90,342863876281973504,29.57081922419,10.7595,37.64786654158,1.9826,,,,,,,0,2.27968e+02,6.19136e+00,19.793682,,,,,,,,,,0,,,,,
0.349713,29.5791667,38.5372222,196,1026,01 58 19.00,+38 32 14.0,11.089,0.016,2,0.377,0.017,29.5790745132512,38.5371571079457,0.002,0.001,90,342972659213512960,29.57912584652,0.0479,38.53710761866,0.0336,2.2277,0.0479,9.326,0.097,-11.494,0.076,0,7.55586e+05,4.62650e+02,10.992656,4.55120e+05,8.21289e+02,11.206074,4.38001e+05,4.50770e+02,10.658233,0.547841,6.89,0.97,3,6766.28,1.0915,0.5343,1.77,5.893
0.140310,29.57675,38.115,197,1027,01 58 18.42,+38 06 54.0,12.597,0.02,3,0.541,0.036,29.5767083617218,38.1150211147728,0.002,0.001,0,342945789898166272,29.57676187790,0.0382,38.11497175611,0.0433,2.2674,0.0518,9.779,0.087,-11.464,0.102,0,1.98270e+05,4.31725e+01,12.445225,1.10056e+05,1.47800e+02,12.747356,1.27995e+05,9.58693e+01,11.993934,0.753423,6.85,3.16,7,5968.00,0.1175,0.0507,1.15,1.508
0.275486,29.5783333,37.803,198,1033,01 58 18.80,+37 48 10.8,9.143,0.0,1,0.331,0.0,29.5782608702669,37.8030508018168,0.001,0.001,90,342870095394595200,29.57823973878,0.0455,37.80294997471,0.0343,5.8146,0.0471,-3.878,0.084,-23.418,0.076,0,4.47342e+06,4.05478e+03,9.061767,2.75857e+06,8.32205e+03,9.249678,2.48482e+06,6.01205e+03,8.773682,0.475996,6.44,0.98,4,7151.47,0.3327,0.1845,1.48,5.154
0.170529,29.58325,37.8849722,199,1038,01 58 19.98,+37 53 05.9,11.437,0.0,1,0.49,0.007,29.5831956004572,37.8849922116909,0.002,0.001,90,342894800046463104,29.58320833281,0.0518,37.88496999067,0.0383,2.4374,0.0490,2.334,0.100,-5.161,0.083,0,5.70547e+05,3.45153e+02,11.297638,3.28486e+05,5.80608e+02,11.560097,3.52559e+05,1.84863e+02,10.893842,0.666255,3.87,0.86,5,6346.75,0.7580,0.4168,1.60,3.720
0.170634,29.5827083,37.6118611,200,1040,01 58 19.85,+37 36 42.7,12.25,0.0,1,0.544,0.0,29.5826517508145,37.6118765892176,0.001,0.001,90,342863494028773248,29.58272106407,0.0414,37.61176422361,0.0337,1.7870,0.0474,12.753,0.076,-26.098,0.075,0,2.82615e+05,6.86557e+01,12.060379,1.58906e+05,3.20683e+02,12.348537,1.81599e+05,1.89924e+02,11.614139,0.734399,-19.20,3.12,5,6311.00,0.9290,0.4360,1.55,3.430
0.237840,29.587,37.6857778,201,1045,01 58 20.88,+37 41 08.8,13.16,,,0.5,,29.5869266587092,37.6858093610399,0.001,0.001,90,342865452533854336,29.58696059276,0.0576,37.68576409468,0.0334,1.2161,0.0534,6.237,0.088,-10.513,0.070,0,1.22817e+05,5.24049e+01,12.965220,6.86600e+04,7.24543e+01,13.259628,7.92282e+04,5.84575e+01,12.514721,0.744907,,,0,6145.60,0.9930,0.4780,1.59,3.229
0.328725,29.6016667,37.8670833,202,1059,01 58 24.40,+37 52 01.5,13.376,0.0,1,0.908,0.0,29.6015779242479,37.8671418350567,0.001,0.001,0,342893971116685824,29.60158842341,0.0346,37.86711971198,0.0355,0.7991,0.0369,1.925,0.073,-5.138,0.084,0,1.03412e+05,4.99038e+01,13.151939,4.88277e+04,6.97425e+01,13.629723,7.84890e+04,8.26831e+01,12.524898,1.104825,,,0,4891.32,,,3.75,7.242
0.766735,29.605,37.8742222,203,285A,01 58 25.20,+37 52 27.2,16.636,0.0,1,0.788,0.0,29.6052171144981,37.8740957501179,0.001,0.001,90,342894009772482560,29.60522453664,0.0306,37.87404863749,0.0214,2.2459,0.0270,1.361,0.059,-10.942,0.046,0,9.53435e+04,3.66737e+01,13.240138,4.77765e+04,2.04056e+02,13.653352,6.89585e+04,2.48284e+02,12.665451,0.987901,,,0,5337.00,0.3670,0.1820,1.03,0.778
0.766735,29.605,37.8742222,204,285B,01 58 25.20,+37 52 27.2,16.996,0.0,1,0.738,0.0,29.6052171144981,37.8740957501179,0.001,0.001,90,342894009772482560,29.60522453664,0.0306,37.87404863749,0.0214,2.2459,0.0270,1.361,0.059,-10.942,0.046,0,9.53435e+04,3.66737e+01,13.240138,4.77765e+04,2.04056e+02,13.653352,6.89585e+04,2.48284e+02,12.665451,0.987901,,,0,5337.00,0.3670,0.1820,1.03,0.778
0.257865,29.612625,37.8766389,205,1075,01 58 27.03,+37 52 35.9,13.146,0.0,1,0.528,0.0,29.6125409490418,37.8766659031990,0.001,0.001,90,342894009772482048,29.61253352428,0.0431,37.87668029951,0.0339,1.3577,0.0429,-1.361,0.084,3.344,0.069,0,1.14273e+05,8.90446e+01,13.043509,6.47607e+04,2.19052e+02,13.323110,7.28074e+04,9.20261e+01,12.606482,0.716628,,,0,6235.00,0.1190,0.0680,1.33,2.406
0.183853,29.6153333,37.8673611,206,1080,01 58 27.68,+37 52 02.5,12.136,0.0,1,1.088,0.0,29.6152766304463,37.8673857331055,0.002,0.001,90,342893799317993728,29.61530587446,0.0541,37.86738048809,0.0395,0.5226,0.0496,5.362,0.104,-1.218,0.079,0,3.54083e+05,8.52343e+01,11.815602,1.51847e+05,3.78585e+02,12.397872,2.87441e+05,2.24563e+02,11.115548,1.282324,-24.84,0.25,4,4781.00,0.1670,0.0990,11.26,59.726
0.190339,29.6183333,38.1583889,207,1082,01 58 28.40,+38 09 30.2,,,,,,29.6183225860612,38.1584410965483,0.001,0.001,0,342946236574758272,29.61839717755,0.0329,38.15839968531,0.0372,1.3348,0.0448,13.622,0.074,-9.618,0.080,0,2.06031e+04,1.06848e+01,14.903537,1.03329e+04,3.30098e+01,15.315830,1.48293e+04,2.34140e+01,14.334120,0.981710,,,0,5326.00,0.0185,0.0105,0.81,0.477
0.225822,29.6150417,37.5895,208,1083,01 58 27.61,+37 35 22.2,11.92,0.011,3,0.484,0.007,29.6149692589412,37.5895252941349,0.001,0.001,90,342851674278775680,29.61502106859,0.0410,37.58947460143,0.0326,2.1452,0.0452,9.535,0.079,-11.774,0.075,0,3.55029e+05,1.03623e+02,11.812706,2.05343e+05,5.39580e+02,12.070191,2.19385e+05,2.49427e+02,11.408900,0.661291,7.37,2.55,6,6406.67,0.2637,0.1210,1.40,2.986
0.316287,29.6243333,37.8603889,209,1089,01 58 29.84,+37 51 37.4,9.303,0.007,7,0.963,0.008,29.6242396506913,37.8604363579853,0.002,0.001,90,342893803614055168,29.62429093341,0.0533,37.86038644237,0.0374,2.2006,0.0464,9.404,0.104,-11.593,0.087,0,4.53971e+06,1.33582e+03,9.045796,2.09140e+06,3.75121e+03,9.550297,3.43534e+06,6.67462e+03,8.421996,1.128301,,,0,5050.00,,,8.31,40.455
0.205246,29.6434167,37.6708611,210,1107,01 58 34.42,+37 40 15.1,13.66,,,0.66,,29.6433538748231,37.6708889844983,0.001,0.001,90,342865250671630336,29.64340674876,0.0413,37.67083886720,0.0249,2.2442,0.0394,9.720,0.064,-11.640,0.054,0,7.82180e+04,3.06968e+01,13.455098,3.99093e+04,6.20281e+01,13.848703,5.50438e+04,6.92290e+01,12.910148,0.938556,,,0,5430.00,0.0250,0.0120,0.90,0.632
0.299526,29.6537917,37.7529444,211,1117,01 58 36.91,+37 45 10.6,9.598,0.002,43,0.406,0.002,29.6536959564083,37.7529789250002,0.001,0.001,90,342866144024819840,29.65374757652,0.0482,37.75292863963,0.0380,2.2435,0.0520,9.479,0.092,-11.679,0.081,0,3.01000e+06,1.14888e+03,9.491950,1.77482e+06,2.71245e+03,9.728504,1.76419e+06,3.17712e+03,9.145556,0.582949,,,0,6425.83,,,3.88,23.146
0.162101,29.6588333,37.5376944,212,1123,01 58 38.12,+37 32 15.7,11.507,0.0,1,0.417,0.007,29.6587765575440,37.5376926481964,0.001,0.001,0,342850372904927232,29.65882897301,0.0443,37.53764367833,0.0354,2.2889,0.0495,9.653,0.078,-11.374,0.079,0,5.17668e+05,2.29905e+02,11.403238,3.08376e+05,3.83703e+02,11.628688,3.08253e+05,1.78425e+02,11.039650,0.589038,6.60,1.80,6,6801.00,0.3760,0.1970,1.41,3.825
0.139890,29.6669583,37.63475,213,1129,01 58 40.07,+37 38 05.1,11.91,0.011,2,0.481,0.007,29.6669250908017,37.6347786063650,0.001,0.001,0,342853220467000064,29.66696583725,0.0576,37.63472521671,0.0410,2.4486,0.0647,7.494,0.087,-12.400,0.092,0,3.69033e+05,1.02938e+02,11.770701,2.12906e+05,3.80777e+02,12.030920,2.28417e+05,3.40561e+02,11.365099,0.665821,4.03,2.12,5,6384.67,0.1027,0.0570,1.26,2.383
0.100913,29.6729167,37.4303611,214,1139,01 58 41.50,+37 25 49.3,13.86,,,0.77,,29.6728819909183,37.4303559936187,0.001,0.001,0,342846455894758784,29.67290903143,0.0255,37.43032058614,0.0227,2.3341,0.0308,4.987,0.047,-8.224,0.052,0,6.42055e+04,1.89981e+01,13.669436,3.19374e+04,6.62228e+01,14.090639,4.64695e+04,5.56032e+01,13.094000,0.996639,,,0,5337.00,0.0208,0.0137,0.81,0.485
0.267309,29.677,37.4539167,215,1142,01 58 42.48,+37 27 14.1,14.11,,,0.8,,29.6770139122186,37.4538432735314,0.001,0.001,0,342846627693449600,29.67707853196,0.0305,37.45381686399,0.0255,0.1702,0.0344,11.914,0.053,-6.134,0.056,0,5.25176e+04,1.58244e+01,13.887605,2.47804e+04,5.20790e+01,14.366119,4.03566e+04,4.27555e+01,13.247132,1.118987,,,0,4926.40,,,,
0.191642,29.6811667,37.9041389,216,1144,01 58 43.48,+37 54 14.9,10.722,0.009,2,0.372,0.008,29.6811052603753,37.9041608934480,0.002,0.002,0,342894387729740800,29.68108389354,0.0551,37.90413965754,0.0469,1.7173,0.0583,-3.916,0.108,-4.932,0.115,0,1.05530e+06,5.16630e+02,10.629921,6.47783e+05,9.94823e+02,10.822815,5.92061e+05,6.64542e+02,10.331004,0.491811,,,0,7012.03,,,2.53,13.895
0.400314,29.6998333,38.4356111,217,1151,01 58 47.96,+38 26 08.2,10.063,0.013,2,0.444,0.014,29.6997326150465,38.4355327097528,0.001,0.001,90,342959224555819904,29.69978717133,0.0440,38.43548142783,0.0388,2.2866,0.0517,9.925,0.079,-11.911,0.077,1,1.98607e+06,7.54500e+02,9.943378,1.14609e+06,1.69919e+03,10.203345,1.20211e+06,2.31975e+03,9.562060,0.641285,12.60,3.08,4,6258.10,,,3.27,14.733
0.289389,29.7083333,37.9962778,218,1161,01 58 50.00,+37 59 46.6,14.6,,,0.68,,29.7082335628750,37.9962609398727,0.001,0.001,0,342896414954288512,29.70828585858,0.0254,37.99621074509,0.0226,2.4477,0.0277,9.572,0.050,-11.658,0.052,0,3.62578e+04,2.33668e+01,14.289863,1.60342e+04,7.17188e+01,14.838772,2.91782e+04,3.84275e+01,13.599273,1.239499,,,0,4942.51,0.2880,0.1430,0.71,0.267
0.225947,29.7101667,37.3477778,219,1165,01 58 50.44,+37 20 52.0,10.462,0.0,1,0.39,0.0,29.7100892921922,37.3477901457891,0.001,0.001,0,330829824594783744,29.71014156836,0.0348,37.34773892453,0.0317,2.2893,0.0411,9.652,0.068,-11.897,0.072,0,1.35602e+06,5.09122e+02,10.357697,8.10509e+05,9.45640e+02,10.579493,7.86723e+05,1.36295e+03,10.022365,0.557128,19.00,5.18,4,6661.35,,,2.38,10.008
0.478108,29.712125,37.4921111,220,1167,01 58 50.91,+37 29 31.6,10.524,0.003,2,0.372,0.006,29.7119597724468,37.4920898564111,0.003,0.001,90,342847173153001344,29.71195977245,3.4969,37.49208985641,1.4431,,,,,,,1,1.04844e+06,2.71368e+03,10.637002,6.29487e+05,3.96065e+03,10.853922,6.88594e+05,1.32516e+03,10.167012,0.686910,,,0,6871.83,,,,
0.302390,29.7151667,37.6854167,221,1168,01 58 51.64,+37 41 07.5,8.249,0.003,6,0.214,0.005,29.7151208288060,37.6854924476879,0.002,0.002,90,342853770222809088,29.71507548566,0.0958,37.68544954141,0.0595,4.5612,0.0930,-8.334,0.160,-9.965,0.126,0,8.85888e+06,6.02617e+03,8.319919,5.92036e+06,1.41607e+04,8.420519,4.31033e+06,1.61393e+04,8.175643,0.244876,,,0,8160.50,0.6330,0.3035,,
2.790439,29.7151667,37.6854167,221,1168,01 58 51.64,+37 41 07.5,8.249,0.003,6,0.214,0.005,29.7147080785395,37.6847318024235,0.000,0.000,90,342853774519012992,29.71470807854,0.1792,37.68473180242,0.0738,,,,,,,0,9.56031e+05,2.67313e+03,10.737186,,,,,,,,,,0,,,,,
0.396323,29.7205417,37.8158333,222,1172,01 58 52.93,+37 48 57.0,9.06,0.003,12,1.036,0.006,29.7204275372271,37.8158964354927,0.002,0.002,90,342890127122193280,29.72048041150,0.0594,37.81584765060,0.0451,2.2291,0.0556,9.701,0.112,-11.331,0.106,0,5.83534e+06,3.73744e+03,8.773201,2.58449e+06,6.66490e+03,9.320453,4.52025e+06,1.21885e+04,8.124013,1.196440,5.67,0.12,2,4846.00,0.0480,0.0220,10.34,53.137
0.216659,29.7229583,37.9866944,223,1175,01 58 53.51,+37 59 12.1,12.945,0.0,1,0.695,0.007,29.7228827762598,37.9867032802435,0.001,0.001,0,342896346234813440,29.72295434191,0.0338,37.98666413385,0.0299,1.6645,0.0373,13.100,0.065,-9.092,0.071,0,1.46997e+05,3.62918e+01,12.770094,7.48706e+04,1.67107e+02,13.165609,1.02919e+05,1.25487e+02,12.230682,0.934927,-9.03,3.48,5,5413.33,1.0260,0.5215,1.67,2.163
0.118575,29.72475,37.5785,224,1178,01 58 53.94,+37 34 42.6,13.39,,,0.83,,29.7247174321325,37.5784795380542,0.001,0.001,0,342852052235898368,29.72476437182,0.0404,37.57842920167,0.0249,2.3334,0.0440,8.640,0.053,-11.691,0.053,0,1.09028e+05,2.62801e+02,13.094518,5.29682e+04,4.36551e+02,13.541350,8.12416e+04,4.83731e+02,12.487474,1.053877,,,0,5428.20,0.4910,0.2603,1.02,0.815
0.226043,29.7388333,37.6613611,225,1196,01 58 57.32,+37 39 40.9,13.81,,,0.91,,29.7387773491904,37.6613165949572,0.002,0.001,90,342852949885294848,29.73877734919,1.8841,37.66131659496,1.2044,,,,,,,0,5.70131e+04,1.07506e+03,13.798430,3.20417e+04,1.71940e+02,14.087098,5.40453e+04,1.07932e+02,12.930025,1.157073,,,0,5076.00,,,,
