angDist,_RAJ2000,_DEJ2000,recno,ID,RA2000,DE2000,Vmag,e_Vmag,o_Vmag,B-V,e_B-V,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.084690,29.0570833,37.2658056,55,475,01 56 13.70,+37 15 56.9,12.847,0.0,1,0.624,0.0,29.0570681959851,37.2658258221033,0.002,0.001,0,342474443007226240,29.05712288982,0.0414,37.26577542226,0.0521,2.3031,0.0583,10.110,0.096,-11.706,0.137,0,1.46204e+05,6.23069e+01,12.775970,7.94275e+04,1.84652e+02,13.101460,9.67627e+04,1.17067e+02,12.297650,0.803810,,,0,5923.50,0.0830,0.0440,0.99,1.080
0.111095,29.0581667,37.7846389,56,477,01 56 13.96,+37 47 04.7,10.572,0.006,5,0.364,0.006,29.0581438583431,37.7846639287641,0.001,0.001,0,342913281289656320,29.05819613382,0.0429,37.78461260842,0.0376,2.1137,0.0509,9.596,0.078,-11.920,0.085,0,1.23065e+06,4.57738e+02,10.463033,7.48678e+05,5.23741e+02,10.665650,7.02170e+05,6.97456e+02,10.145815,0.519836,11.10,2.06,7,6970.55,0.8265,0.3693,2.24,10.687
0.067525,29.0595,37.9706111,57,479,01 56 14.28,+37 58 14.2,10.938,0.011,14,0.442,0.005,29.0594961775638,37.9706296132772,0.008,0.008,90,342928678748375168,29.05955374267,0.2654,37.97058243606,0.2430,1.2729,0.2977,10.540,0.535,-10.957,0.509,0,8.87196e+05,3.49607e+02,10.818316,5.21092e+05,5.54004e+02,11.059101,5.33301e+05,4.61386e+02,10.444490,0.614612,6.51,0.66,5,6547.21,,,,
0.150311,29.0634167,37.6260278,58,485,01 56 15.22,+37 37 33.7,10.772,0.0,1,1.569,0.0,29.0633927092034,37.6260649790488,0.001,0.001,90,342535946938721152,29.06341077402,0.0394,37.62607231784,0.0346,0.4398,0.0456,3.323,0.091,1.704,0.079,0,1.64898e+06,1.96164e+03,10.145329,5.24963e+05,8.50374e+02,11.051066,1.59897e+06,3.07182e+03,9.252322,1.798744,-14.92,0.35,6,4029.30,0.7093,0.3445,48.22,552.195
0.162500,29.064625,37.6448611,59,486,01 56 15.51,+37 38 41.5,10.074,0.0,2,0.493,0.006,29.0645946539105,37.6448993120513,0.001,0.001,90,342536050017932288,29.06464794621,0.0355,37.64484739277,0.0322,2.2678,0.0409,9.801,0.073,-12.059,0.073,0,2.00199e+06,7.12815e+02,9.934713,1.14306e+06,1.18615e+03,10.206220,1.22487e+06,1.41883e+03,9.541694,0.664526,,,0,6332.47,,,3.23,15.081
0.128240,29.077625,37.6275833,60,505,01 56 18.63,+37 37 39.3,10.778,0.005,2,0.399,0.008,29.0776415520911,37.6276164222571,0.001,0.001,90,342535946938720512,29.07769247660,0.0428,37.62756601961,0.0391,2.1804,0.0522,9.367,0.096,-11.706,0.084,0,1.04333e+06,5.13287e+02,10.642316,6.22737e+05,1.08289e+03,10.865625,6.08929e+05,7.08755e+02,10.300504,0.565122,,,0,6593.42,1.3290,0.6660,2.23,8.487
0.080980,29.07875,37.9667778,61,506,01 56 18.90,+37 58 00.4,8.971,0.018,17,1.003,0.011,29.0787309126313,37.9667945199293,0.001,0.001,0,342928644388637184,29.07879930153,0.0464,37.96675116262,0.0402,2.3465,0.0515,12.522,0.089,-10.070,0.094,0,6.30005e+06,2.34649e+03,8.690006,2.83629e+06,4.91175e+03,9.219512,4.84050e+06,1.04516e+04,8.049695,1.169817,1.61,2.06,4,4878.30,0.0513,0.0367,10.03,51.337
0.270851,29.0902083,37.6022778,62,512,01 56 21.65,+37 36 08.2,9.375,0.022,5,1.029,0.004,29.0901578945395,37.6023415633451,0.001,0.001,0,342532923281905408,29.09021129758,0.0428,37.60229030764,0.0349,2.2049,0.0498,9.827,0.077,-11.905,0.080,0,4.34099e+06,1.14180e+03,9.094394,1.91857e+06,4.68179e+03,9.643944,3.38377e+06,8.61022e+03,8.438418,1.205525,4.83,1.23,2,4850.00,0.2605,0.1052,9.00,40.358
0.238195,29.0940417,37.6549444,63,517,01 56 22.57,+37 39 17.8,14.23,,,0.83,,29.0940020797052,37.6550026574488,0.001,0.001,0,342911292720927104,29.09405498101,0.0292,37.65495314445,0.0254,2.2880,0.0342,9.727,0.056,-11.500,0.062,0,4.71358e+04,2.50135e+01,14.004989,2.26555e+04,5.08954e+01,14.463455,3.50618e+04,7.53605e+01,13.399835,1.063621,,,0,5164.65,0.0080,0.0050,0.77,0.380
0.104181,29.092625,37.7866944,64,518,01 56 22.23,+37 47 12.1,11.612,0.0,1,0.666,0.0,29.0925940697197,37.7867098906523,0.001,0.001,90,342913354305081088,29.09236542151,0.0437,37.78652743887,0.0319,3.8618,0.0473,-41.969,0.082,-42.376,0.073,0,5.02202e+05,2.07964e+02,11.436171,2.68181e+05,3.74262e+02,11.780319,3.35935e+05,2.40925e+02,10.946281,0.834038,-44.42,0.22,6,5762.67,0.2137,0.1157,1.16,1.331
0.130160,29.09625,37.6341667,65,520,01 56 23.10,+37 38 03.0,12.85,,,0.57,,29.0962163542324,37.6341911390817,0.001,0.001,0,342908333487342592,29.09626864093,0.0346,37.63414089841,0.0317,2.1962,0.0405,9.617,0.069,-11.669,0.073,0,1.61105e+05,4.66256e+01,12.670592,8.85016e+04,1.75760e+02,12.984011,1.05160e+05,1.50287e+02,12.207294,0.776716,9.90,2.43,4,5940.00,0.0863,0.0430,1.08,1.308
0.182732,29.099125,37.8510833,66,523,01 56 23.79,+37 51 03.9,14.077,0.0,1,0.636,0.0,29.0990671791357,37.8511054814707,0.001,0.001,90,342926720243300864,29.09908954996,0.0413,37.85107315103,0.0268,0.9860,0.0440,4.103,0.066,-7.509,0.057,0,5.32984e+04,2.46808e+01,13.871579,2.76228e+04,6.73283e+01,14.248220,3.68089e+04,5.33859e+01,13.347038,0.901181,,,0,5482.00,0.8793,0.4200,1.65,2.218
0.209916,29.10625,38.5128333,67,532,01 56 25.50,+38 30 46.2,,,,,,29.1061819445771,38.5128095438385,0.001,0.001,0,343159262656666112,29.10623620166,0.0336,38.51275842348,0.0294,2.2611,0.0364,9.860,0.066,-11.873,0.070,0,4.56867e+05,1.43334e+02,11.538891,2.70278e+05,3.74493e+02,11.771860,2.73841e+05,2.45810e+02,11.168173,0.603687,9.43,2.27,4,6621.71,0.2590,0.1330,1.41,3.456
0.311897,29.1122083,37.6092778,68,535,01 56 26.93,+37 36 33.4,14.44,,,0.8,,29.1121486683908,37.6093504262691,0.001,0.001,0,342532751483213184,29.11215815495,0.0232,37.60934108097,0.0215,0.2892,0.0274,1.745,0.048,-2.171,0.050,0,5.41390e+04,1.97575e+01,13.854589,2.18003e+04,4.50089e+01,14.505231,4.62545e+04,9.32272e+01,13.099036,1.406195,,,0,4733.19,0.5700,0.2770,8.18,30.240
0.146984,29.1227083,37.92075,69,542,01 56 29.45,+37 55 14.7,14.35,,,0.49,,29.1226693869174,37.9207769202439,0.001,0.001,0,342927540581066496,29.12273435549,0.0402,37.92073124666,0.0286,0.8163,0.0473,11.904,0.063,-10.608,0.065,0,3.97719e+04,1.53203e+01,14.189425,2.16749e+04,7.12616e+01,14.511497,2.65103e+04,5.80269e+01,13.703385,0.808111,,,0,5790.33,0.6890,0.3220,1.53,2.356
0.144707,29.1335417,37.5728333,70,552,01 56 32.05,+37 34 22.2,12.921,0.016,4,0.581,0.036,29.1335310781874,37.5728726050433,0.002,0.002,0,342531922552975872,29.13358871982,0.0623,37.57281754688,0.0597,2.1390,0.0777,10.611,0.128,-12.788,0.142,0,1.48353e+05,4.69837e+01,12.760122,8.04668e+04,1.42091e+02,13.087347,9.83782e+04,5.75351e+01,12.279674,0.807673,5.17,3.14,3,5852.67,0.1300,0.0620,1.10,1.275
0.095468,29.1373333,37.9462222,71,555,01 56 32.96,+37 56 46.4,11.786,0.001,16,0.482,0.006,29.1373259008683,37.9462480690936,0.002,0.001,0,342927678020018688,29.13736839912,0.0517,37.94620408038,0.0436,2.1678,0.0606,7.784,0.096,-10.217,0.102,0,4.15951e+05,1.19939e+02,11.640759,2.39149e+05,4.81946e+02,11.904717,2.57331e+05,3.14364e+02,11.235688,0.669028,9.15,7.89,3,6359.75,0.7315,0.3773,1.53,3.428
0.228408,29.1435833,38.1470556,72,563,01 56 34.46,+38 08 49.4,13.68,,,0.91,,29.1435117802037,38.1470849592201,0.001,0.001,0,342938746151707648,29.14355651493,0.0283,38.14704119792,0.0249,0.9436,0.0330,8.171,0.047,-10.164,0.053,0,7.99865e+04,2.45099e+01,13.430823,3.74727e+04,4.23922e+01,13.917101,6.09787e+04,3.58629e+01,12.798974,1.118127,,,0,5002.00,,,2.63,3.916
0.179330,29.1536667,37.7535278,73,575,01 56 36.88,+37 45 12.7,13.84,,,0.76,,29.1536095588010,37.7535487834686,0.001,0.001,0,342912284857245952,29.15366365155,0.0283,37.75349744471,0.0227,2.2700,0.0318,9.933,0.052,-11.924,0.052,0,6.54192e+04,4.31325e+01,13.649103,3.28046e+04,1.01489e+02,14.061550,4.69911e+04,1.03414e+02,13.081880,0.979671,,,0,5351.00,0.1345,0.0613,0.84,0.522
0.155771,29.1612083,36.9095,74,577,01 56 38.69,+36 54 34.2,,,,,,29.1611780836978,36.9095358961857,0.001,0.001,0,342451215824120576,29.16123044484,0.0494,36.90948534816,0.0394,2.1747,0.0474,9.724,0.094,-11.740,0.096,0,4.85713e+05,1.71629e+02,11.472417,2.84579e+05,5.02816e+02,11.715880,2.95511e+05,3.56752e+02,11.085487,0.630393,6.99,0.23,4,6797.00,0.8640,0.4050,1.44,3.976
0.099907,29.1634167,37.8614167,75,580,01 56 39.22,+37 51 41.1,10.398,0.007,6,0.373,0.005,29.1634057981657,37.8614430834071,0.002,0.001,90,342915411593428736,29.16345825308,0.0653,37.86139303027,0.0375,2.2317,0.0647,9.619,0.098,-11.625,0.083,0,1.44541e+06,7.93506e+02,10.288390,8.72719e+05,1.17060e+03,10.499202,8.27914e+05,8.96158e+02,9.966957,0.532245,8.23,1.29,4,6908.10,,,2.34,11.250
0.127950,29.166125,37.2748333,76,585,01 56 39.87,+37 16 29.4,,,,,,29.1660860833828,37.2748158577542,0.001,0.001,0,342477226146028928,29.16613723514,0.0237,37.27476725090,0.0296,2.2434,0.0337,9.454,0.056,-11.289,0.073,0,8.75955e+04,3.19362e+01,13.332162,4.54368e+04,6.82995e+01,13.707868,6.09121e+04,1.67606e+02,12.800160,0.907707,,,0,5465.00,0.1265,0.0617,0.94,0.705
0.459496,29.1698333,37.9995278,77,592,01 56 40.76,+37 59 58.3,11.987,0.009,2,0.27,0.008,29.1696861449961,37.9994744657549,0.001,0.001,0,342933759693706240,29.16968923977,0.0483,37.99948279596,0.0385,1.4412,0.0526,0.566,0.089,1.935,0.090,0,3.12111e+05,1.12356e+02,11.952593,2.06390e+05,5.32665e+02,12.064665,1.62994e+05,5.44924e+02,11.731493,0.333172,,,0,8272.25,0.0437,0.0280,,
1.996477,29.1698333,37.9995278,77,592,01 56 40.76,+37 59 58.3,11.987,0.009,2,0.27,0.008,29.1692331551590,37.9998174545562,0.004,0.004,0,342933763989760128,29.16924260019,0.1369,37.99982938936,0.1485,1.0759,0.1766,1.729,0.269,2.772,0.273,0,8.78465e+03,6.94738e+01,15.829054,,,,,,,,,,0,,,,,
0.258306,29.17,37.9971667,78,594,01 56 40.80,+37 59 49.8,13.262,0.009,2,0.412,0.008,29.1699661800756,37.9971000817122,0.004,0.004,90,342933763989761024,29.16995957531,0.1646,37.99708914785,0.1185,0.3700,0.1883,-1.209,0.263,-2.539,0.234,0,1.02616e+05,4.96522e+01,13.160324,6.12065e+04,8.21565e+01,13.384395,6.17749e+04,8.61547e+01,12.784890,0.599505,,,0,7046.00,,,,
0.171316,29.1827083,38.0211389,79,606,01 56 43.85,+38 01 16.1,11.016,0.001,3,1.173,0.001,29.1826566673349,38.0211636003957,0.001,0.001,0,342934932220860672,29.18266397623,0.0602,38.02117777545,0.0366,0.3773,0.0675,1.337,0.075,3.292,0.077,0,1.04586e+06,5.29058e+02,10.639679,4.30763e+05,6.28081e+02,11.265792,8.71047e+05,8.84292e+02,9.911816,1.353976,-25.73,0.73,3,4676.55,,,28.47,349.348
0.200568,29.1983333,37.4084444,80,619,01 56 47.60,+37 24 30.4,10.28,0.022,5,0.415,0.005,29.1983312815346,37.4085000901209,0.003,0.002,0,342482719407608576,29.19837659112,0.0476,37.40844764043,0.0636,2.2053,0.0681,8.359,0.114,-12.182,0.171,0,1.63784e+06,1.15736e+03,10.152685,9.65503e+05,8.74882e+02,10.389504,9.59893e+05,1.29376e+03,9.806363,0.583141,21.05,3.54,3,6431.82,,,2.91,13.033
0.193626,29.2025417,37.4864444,81,622,01 56 48.61,+37 29 11.2,10.503,0.001,1,0.391,0.007,29.2025021515902,37.4864880809777,0.002,0.002,0,342484269892379264,29.20255559522,0.0509,37.48643577588,0.0569,2.1821,0.0681,9.849,0.126,-12.148,0.158,0,1.28966e+06,9.59595e+02,10.412182,7.79247e+05,1.74970e+03,10.622201,7.38185e+05,1.35190e+03,10.091508,0.530693,6.10,1.05,6,6933.88,,,2.25,10.503
0.091764,29.207375,38.0226944,82,626,01 56 49.77,+38 01 21.7,9.158,0.016,12,0.439,0.006,29.2073429001618,38.0226911904778,0.005,0.005,0,342934210666354560,29.20740291548,0.1544,38.02264927710,0.1523,2.1798,0.1954,10.981,0.299,-9.735,0.334,0,4.53288e+06,1.33479e+03,9.047429,2.61900e+06,4.32656e+03,9.306051,2.72802e+06,5.45070e+03,8.672301,0.633750,,,0,6366.87,1.6145,0.8390,5.00,36.942
0.091550,29.2101667,38.0328056,83,630,01 56 50.44,+38 01 58.1,8.961,0.011,12,0.811,0.02,29.2101376314124,38.0328166672817,0.001,0.001,0,342934313745568768,29.21019222195,0.0505,38.03276763262,0.0424,2.0659,0.0571,9.987,0.091,-11.389,0.096,0,6.12316e+06,1.93598e+03,8.720927,2.92790e+06,6.08752e+03,9.184998,4.47114e+06,7.85899e+03,8.135874,1.049124,-2.08,8.23,4,5172.67,,,9.69,60.522
0.222324,29.2210833,37.86925,84,641,01 56 53.06,+37 52 09.3,10.27,0.004,6,0.434,0.004,29.2210327717490,37.8692971471448,0.001,0.001,90,342914556896034176,29.22108436780,0.0592,37.86924808837,0.0377,2.0938,0.0670,9.460,0.086,-11.394,0.084,0,1.65170e+06,1.06006e+03,10.143538,9.62144e+05,1.26244e+03,10.393289,9.87597e+05,1.65022e+03,9.775471,0.617818,18.00,5.37,5,6421.00,,,3.09,14.582
0.087075,29.2210833,37.3813611,85,642,01 56 53.06,+37 22 52.9,14.24,,,0.73,,29.2210629519451,37.3813790889623,0.001,0.001,0,342479665687443200,29.22111561407,0.0277,37.38135629585,0.0328,1.1758,0.0379,9.719,0.068,-5.294,0.080,0,4.21987e+04,1.19735e+01,14.125117,2.18575e+04,3.07502e+01,14.502389,2.94269e+04,6.45155e+01,13.590058,0.912331,,,0,5442.00,0.2907,0.1490,1.25,1.240
0.241611,29.2247917,38.3241111,86,645,01 56 53.95,+38 19 26.8,,,,,,29.2248345731944,38.3241691777969,0.001,0.001,0,342965615467176448,29.22491487466,0.0373,38.32414538205,0.0362,0.7871,0.0415,14.632,0.073,-5.527,0.082,0,1.51815e+04,8.52153e+00,15.235078,8.22667e+03,7.82347e+01,15.563328,1.03501e+04,1.53765e+01,14.724562,0.838766,,,0,5684.28,0.0850,0.0427,1.02,0.974
0.074953,29.226375,37.39775,87,648,01 56 54.33,+37 23 51.9,12.108,0.0,1,0.585,0.0,29.2263882660588,37.3977679559599,0.006,0.006,0,342479695750632960,29.22643829331,0.1701,37.39772289642,0.1672,2.7702,0.2132,9.231,0.371,-10.465,0.374,0,2.51608e+05,5.04535e+02,12.186556,1.73711e+05,7.74248e+02,12.251822,2.03475e+05,2.73601e+02,11.490644,0.761178,5.00,3.80,5,5485.00,,,1.28,1.326
0.541911,29.226375,37.39775,87,648,01 56 54.33,+37 23 51.9,12.108,0.0,1,0.585,0.0,29.2262473050629,37.3978612129526,0.017,0.007,0,342479700046034176,29.22624730506,6.7454,37.39786121295,16.5617,,,,,,,0,6.98762e+04,1.18606e+02,13.577542,,,,,,,,,,0,,,,,
0.214546,29.23075,38.0793889,88,653,01 56 55.38,+38 04 45.8,12.41,,,0.54,,29.2306937210953,38.0794287643165,0.001,0.001,0,342936581488292736,29.23070756892,0.0417,38.07946358787,0.0388,1.7452,0.0465,2.532,0.084,8.088,0.088,0,2.39695e+05,5.76128e+01,12.239221,1.33036e+05,2.79835e+02,12.541464,1.55039e+05,1.72584e+02,11.785819,0.755645,,,0,5918.00,0.6505,0.3292,1.67,3.085
0.148311,29.232375,37.7998056,89,654,01 56 55.77,+37 47 59.3,11.196,0.0,4,0.396,0.014,29.2323499637805,37.7998417370777,0.001,0.001,90,342914075859711744,29.23240400085,0.0632,37.79979139759,0.0362,2.2217,0.0639,9.917,0.094,-11.692,0.080,0,6.87054e+05,4.21570e+02,11.095889,4.12170e+05,1.35877e+03,11.313699,4.00511e+05,2.82070e+02,10.755384,0.558315,6.91,4.29,5,6742.51,1.0270,0.4877,1.70,5.386
0.161153,29.2339583,38.1378333,90,655,01 56 56.15,+38 08 16.2,13.04,,,0.72,,29.2339018356017,38.1378276828534,0.001,0.001,0,342937023868844288,29.23403019698,0.0377,38.13785549542,0.0369,2.7865,0.0416,23.449,0.076,6.460,0.090,0,1.36006e+05,3.15200e+01,12.854474,7.01760e+04,1.38693e+02,13.235917,9.44546e+04,1.04860e+02,12.323862,0.912055,16.81,0.91,3,5429.00,0.1207,0.0590,0.95,0.713
0.234577,29.2347917,37.66425,91,659,01 56 56.35,+37 39 51.3,10.116,0.003,3,0.424,0.001,29.2347408181583,37.6643012202548,0.001,0.001,0,342907891106824960,29.23479558792,0.0502,37.66425177142,0.0416,2.1994,0.0569,10.070,0.081,-11.485,0.092,0,1.88644e+06,9.41348e+02,9.999259,1.10419e+06,1.43968e+03,10.243782,1.11807e+06,1.83515e+03,9.640748,0.603034,0.48,9.55,3,6465.37,,,3.10,15.089
0.153725,29.2399583,37.3890278,92,667,01 56 57.59,+37 23 20.5,10.925,0.021,2,0.377,0.004,29.2399580921327,37.3890705011352,0.003,0.002,0,342480004988278784,29.24001137545,0.0548,37.38902224919,0.0682,2.1759,0.0737,9.833,0.141,-11.207,0.198,1,8.98329e+05,1.54281e+03,10.804777,5.48288e+05,2.90054e+03,11.003866,5.12190e+05,1.56460e+03,10.488342,0.515524,8.72,4.18,4,6908.61,,,1.89,7.355
0.212295,29.2426667,37.5683889,93,669,01 56 58.24,+37 34 06.2,13.019,0.0,1,0.473,0.0,29.2425936506181,37.5684000822965,0.002,0.001,0,342860058054939264,29.24260580040,0.0396,37.56840636925,0.0490,0.9621,0.0566,2.237,0.093,1.460,0.129,0,1.34200e+05,3.32300e+01,12.868987,7.72826e+04,7.32332e+01,13.131184,8.34655e+04,1.20333e+02,12.458153,0.673031,,,0,6389.75,,,1.93,5.613
0.168202,29.24775,37.5747222,94,676,01 56 59.46,+37 34 29.0,12.604,0.0,1,0.453,0.0,29.2477369357586,37.5747677611091,0.002,0.001,0,342860436012060800,29.24773897817,0.0418,37.57474288421,0.0510,1.2664,0.0584,0.376,0.095,-5.778,0.128,0,1.95441e+05,4.59992e+01,12.460828,1.14011e+05,1.17232e+02,12.709024,1.19687e+05,2.21213e+02,12.066806,0.642219,-25.97,4.02,6,6402.00,,,1.77,4.718
0.230042,29.2565417,37.569,95,679,01 57 01.57,+37 34 08.4,11.906,0.0,1,1.174,0.0,29.2564811923310,37.5690422276801,0.002,0.001,0,342860234149722496,29.25652888803,0.0405,37.56901979033,0.0485,0.7188,0.0566,8.780,0.093,-5.211,0.123,0,4.55478e+05,1.96507e+02,11.542197,1.88665e+05,2.35261e+02,12.162161,3.77183e+05,5.38233e+02,10.820540,1.341620,46.99,0.22,4,4616.24,0.3120,0.1427,10.23,42.783
0.312798,29.2604583,37.8854722,96,682,01 57 02.51,+37 53 07.7,11.255,0.012,14,0.447,0.002,29.2603533197267,37.8854460332989,0.001,0.001,0,342920501130956800,29.26040743397,0.0436,37.88539498191,0.0337,2.1920,0.0487,9.920,0.078,-11.857,0.078,0,6.17934e+05,3.46935e+02,11.211011,3.65572e+05,8.02831e+02,11.443956,3.66925e+05,3.05885e+02,10.850477,0.593479,5.10,1.24,2,6768.05,1.0033,0.5110,1.62,4.978
2.720219,29.2604583,37.8854722,96,682,01 57 02.51,+37 53 07.7,11.255,0.012,14,0.447,0.002,29.2606359107405,37.8862147003299,0.008,0.003,90,342920501130956928,29.26069934941,0.2410,37.88616413238,0.1004,2.2625,0.0507,11.629,0.538,-11.745,0.186,0,5.20239e+04,6.14827e+01,13.897860,2.82302e+04,3.62421e+02,14.224603,4.02380e+04,3.79401e+02,13.250330,0.974273,,,0,5356.00,0.0600,0.0370,0.75,0.417
0.191811,29.2617083,38.2343056,97,684,01 57 02.81,+38 14 03.5,12.48,,,0.5,,29.2616404683575,38.2343054976766,0.001,0.001,0,342964137998442368,29.26169251031,0.0378,38.23425562365,0.0334,2.1878,0.0398,9.494,0.074,-11.584,0.080,0,2.24291e+05,5.13510e+01,12.311335,1.26732e+05,2.17043e+02,12.594174,1.42050e+05,1.81299e+02,11.880815,0.713360,3.60,1.64,5,6280.50,0.1730,0.0850,1.14,1.817
0.133442,29.263,38.1340556,98,687,01 57 03.12,+38 08 02.6,8.927,0.002,4,1.026,0.004,29.2629556914639,38.1340682230057,0.001,0.001,90,342937195667536512,29.26300788604,0.0394,38.13401705991,0.0368,2.1494,0.0417,9.535,0.085,-11.883,0.082,0,6.59262e+06,3.34811e+03,8.640720,2.95746e+06,4.43423e+03,9.174092,5.07562e+06,9.33992e+03,7.998198,1.175895,5.60,0.18,2,4850.00,,,11.37,64.496
0.210231,29.2632917,37.9290278,99,689,01 57 03.19,+37 55 44.5,11.788,0.005,18,0.455,0.009,29.2632376976175,37.9290677484682,0.001,0.001,90,342921738081340928,29.26328874115,0.0444,37.92901571257,0.0340,2.3144,0.0465,9.351,0.085,-12.086,0.078,0,4.10746e+05,1.63309e+02,11.654431,2.40106e+05,2.88126e+02,11.900379,2.49720e+05,2.71729e+02,11.268286,0.632093,12.12,3.66,4,6475.50,0.2325,0.1140,1.37,2.967
0.136653,29.2636667,37.5773056,100,693,01 57 03.28,+37 34 38.3,13.646,0.0,1,0.514,0.0,29.2636305794518,37.5773305281720,0.001,0.001,0,342860268509459840,29.26358968035,0.0261,37.57731619767,0.0310,1.2913,0.0353,-7.528,0.065,-3.328,0.076,0,7.73491e+04,2.73056e+01,13.467227,4.36709e+04,8.26786e+01,13.750907,4.93644e+04,6.01530e+01,13.028386,0.722521,,,0,6332.67,0.2147,0.1125,1.11,1.797
0.242343,29.2651667,38.0865833,101,694,01 57 03.64,+38 05 11.7,11.779,0.011,3,0.448,0.007,29.2652059046224,38.0866431286770,0.001,0.001,90,342935963013000448,29.26520590462,1.4390,38.08664312868,1.4346,,,,,,,0,2.81966e+05,7.13890e+03,12.062876,2.22425e+05,1.54433e+03,11.983428,2.57576e+05,3.35248e+02,11.234654,0.748774,,,0,5190.33,,,,
0.246582,29.270375,38.1258611,102,699,01 57 04.89,+38 07 33.1,13.001,0.024,3,0.627,0.048,29.2703057859830,38.1259026573367,0.002,0.001,0,342937131244099584,29.27036533038,0.0400,38.12584604241,0.0533,2.1350,0.0518,10.879,0.091,-13.149,0.124,0,1.44405e+05,4.21752e+01,12.789412,7.57658e+04,9.10088e+01,13.152705,9.92427e+04,1.32360e+02,12.270174,0.882531,8.22,3.37,4,5833.75,0.2912,0.1325,1.09,1.247
0.086868,29.2727917,37.8452222,103,701,01 57 05.47,+37 50 42.8,13.06,,,0.69,,29.2727987168012,37.8452456851073,0.010,0.009,90,342920123173654272,29.27285181945,0.4179,37.84518527141,0.2794,1.7177,0.4931,9.739,0.664,-14.032,0.571,0,1.31375e+05,5.44136e+02,12.892087,6.89729e+04,2.98592e+02,13.254692,9.40583e+04,2.13878e+02,12.328427,0.926265,8.15,4.52,3,5370.00,0.7433,0.3573,,
0.153245,29.29325,37.8878889,104,719,01 57 10.38,+37 53 16.4,14.096,0.015,2,0.633,0.007,29.2932532187588,37.8879313920930,0.001,0.001,90,342920329332075520,29.29329782988,0.0311,37.88790072123,0.0238,0.7622,0.0328,8.177,0.059,-7.124,0.053,0,4.74567e+04,1.44989e+01,13.997622,2.56465e+04,6.79733e+01,14.328818,3.17328e+04,1.54066e+01,13.508150,0.820668,,,0,5796.25,,,1.78,3.223
0.226940,29.29375,38.0351667,105,720,01 57 10.50,+38 02 06.6,12.367,0.02,3,0.494,0.034,29.2936714917766,38.0351544416437,0.001,0.001,0,342923761009838976,29.29372643113,0.0413,38.03510342611,0.0342,2.3140,0.0473,10.050,0.070,-11.849,0.076,0,2.43628e+05,5.80212e+01,12.221546,1.37707e+05,2.27789e+02,12.504001,1.54052e+05,1.57740e+02,11.792748,0.711252,,,0,6325.33,0.1677,0.0815,1.11,1.763
4.936942,29.29375,38.0351667,105,720,01 57 10.50,+38 02 06.6,12.367,0.02,3,0.494,0.034,29.2945965984194,38.0363650474452,0.003,0.003,90,342923868383694720,29.29459968223,0.1194,38.03636345304,0.0850,0.5125,0.1385,0.564,0.184,-0.370,0.177,0,3.11154e+03,4.07385e+00,16.955925,1.74788e+03,2.74168e+01,17.245111,2.59386e+03,3.87406e+01,16.227053,1.018059,,,0,5247.97,0.3133,0.1342,,
0.055746,29.293125,37.4320278,106,722,01 57 10.35,+37 25 55.3,13.5,,,0.91,,29.2931114877588,37.4320166349537,0.001,0.001,0,342855492505840128,29.29315719344,0.0210,37.43196525541,0.0197,2.1597,0.0243,8.430,0.045,-11.933,0.050,0,8.08928e+04,2.28941e+01,13.418592,3.96755e+04,6.68229e+01,13.855081,5.86990e+04,6.02931e+01,12.840343,1.014737,,,0,5149.00,0.3600,0.1742,1.08,0.735
0.212177,29.293875,37.4573889,107,723,01 57 10.53,+37 27 26.6,13.77,,,0.87,,29.2939471921316,37.4573751285841,0.001,0.001,90,342855591288902912,29.29394719213,1.1800,37.45737512858,1.1038,,,,,,,1,6.56430e+04,4.68190e+02,13.645395,3.25311e+04,2.14613e+02,14.070642,5.58000e+04,1.58791e+02,12.895335,1.175306,,,0,5034.00,,,,
0.160955,29.2967917,37.6738889,108,724,01 57 11.23,+37 40 26.0,12.624,0.0,1,0.595,0.0,29.2967363645095,37.6738978820398,0.002,0.002,0,342909226840536192,29.29676422374,0.0510,37.67387222560,0.0583,1.4255,0.0722,5.121,0.124,-5.959,0.142,0,1.97647e+05,4.35940e+01,12.448642,1.07801e+05,2.04051e+02,12.769832,1.30382e+05,1.55280e+02,11.973872,0.795960,21.75,1.13,4,5862.00,,,1.90,3.823
0.161541,29.299875,37.6993333,109,727,01 57 11.97,+37 41 57.6,12.361,0.009,2,0.483,0.008,29.2998585514988,37.6993762436849,0.002,0.002,0,342909707876871680,29.29992634416,0.0480,37.69937922251,0.0577,1.5764,0.0728,12.458,0.115,0.692,0.143,0,2.49066e+05,5.89529e+01,12.197580,1.42021e+05,3.58403e+02,12.470504,1.57032e+05,2.70111e+02,11.771951,0.698553,75.55,0.88,6,6314.75,,,1.65,3.884
